实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-05-26,年度分红,,5.0,3.0,2011-05-31,2011-06-01,2011-06-01,2011-06-01,10转增5股派3元(含税),2010年报
2012-05-23,年度分红,,,1.5,2012-05-28,2012-05-29,2012-05-29,,10派1.5元(含税),2011年报
2013-05-23,年度分红,,,2.0,2013-05-30,2013-05-31,2013-05-31,,10派2元(含税),2012年报
2014-04-11,年度分红,,5.0,3.0,2014-04-16,2014-04-17,2014-04-17,2014-04-17,10转增5股派3元(含税),2013年报
2015-05-04,年度分红,,10.0,1.0,2015-05-07,2015-05-08,2015-05-08,2015-05-08,10转增10股派1元(含税),2014年报
2016-03-09,年度分红,,,1.0,2016-03-14,2016-03-15,2016-03-15,,10派1元(含税),2015年报
2016-09-27,中期分红,2.0,13.0,0.5,2016-10-10,2016-10-11,2016-10-11,2016-10-11,10送2转增13股派0.5元(含税),2016半年报
2018-05-22,年度分红,,,0.25,2018-05-25,2018-05-28,2018-05-28,,10派0.25元(含税),2017年报
2019-04-18,年度分红,,,0.4,2019-04-25,2019-04-26,2019-04-26,,10派0.4元(含税),2018年报
2020-05-08,年度分红,,,0.6,2020-05-13,2020-05-14,2020-05-14,,10派0.6元(含税),2019年报
2021-03-25,年度分红,,,1.0,2021-03-30,2021-03-31,2021-03-31,,10派1元(含税),2020年报
2022-04-21,年度分红,,,1.0,2022-04-26,2022-04-27,2022-04-27,,10派1元(含税),2021年报
2023-04-25,年度分红,,,1.0,2023-04-28,2023-05-04,2023-05-04,,10派1元(含税),2022年报
2024-04-27,年度分红,,,1.507108,2024-05-08,2024-05-09,2024-05-09,,10派1.507108元(含税),2023年报
2025-05-20,年度分红,,,1.0,2025-05-23,2025-05-26,2025-05-26,,10派1元(含税),2024年报
