实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2005-07-05,年度分红,,2.0,1.0,2005-07-08,2005-07-11,2005-07-15,,10转增2股派1元(含税),2004年报
2006-05-10,年度分红,,3.0,,2006-05-15,2006-05-16,,,10转增3股,2005年报
2007-03-27,年度分红,,,0.5,2007-03-30,2007-04-02,2007-04-06,,10派0.5元（含税）,2006年报
2008-04-23,年度分红,,6.0,1.0,2008-04-28,2008-04-29,2008-05-07,,10转增6股派1元（含税）,2007年报
2009-04-27,年度分红,,,0.8,2009-04-30,2009-05-04,2009-05-08,,10派0.8元（含税）,2008年报
2011-05-26,年度分红,,,0.5,2011-05-31,2011-06-01,2011-06-07,,10派0.5元(含税),2010年报
2013-06-24,年度分红,,,0.05,2013-06-27,2013-06-28,2013-07-04,,10派0.05元(含税),2012年报
2015-05-08,年度分红,,10.0,,2015-05-13,2015-05-14,,2015-05-15,10转增10股,2014年报
2017-05-17,年度分红,,,0.22,2017-05-24,2017-05-25,2017-05-25,,10派0.22元(含税),2016年报
2018-10-13,中期分红,,,0.6,2018-10-18,2018-10-19,2018-10-19,,10派0.6元（含税）,2018半年报
2019-07-10,年度分红,,,0.17,2019-07-15,2019-07-16,2019-07-16,,10派0.17元(含税),2018年报
2020-07-10,年度分红,,,0.17,2020-07-15,2020-07-16,2020-07-16,,10派0.17元(含税),2019年报
2021-06-23,年度分红,,,1.264,2021-06-28,2021-06-29,2021-06-29,,10派1.264元(含税),2020年报
2022-08-19,年度分红,,,2.705,2022-08-24,2022-08-25,2022-08-25,,10派2.705元(含税),2021年报
2023-06-29,年度分红,,,0.1844,2023-07-05,2023-07-06,2023-07-06,,10派0.1844元(含税),2022年报
2024-06-27,年度分红,,,0.2941,2024-07-02,2024-07-03,2024-07-03,,10派0.2941元(含税),2023年报
2025-07-03,年度分红,,,0.2844,2025-07-09,2025-07-10,2025-07-10,,10派0.2844元(含税),2024年报
