实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-06-15,年度分红,,,1.0,2001-06-21,2001-06-22,2001-06-28,,10派1元(含税),2000年报
2002-06-13,年度分红,,,1.0,2002-06-19,2002-06-20,2002-06-26,,10派1元(含税),2001年报
2003-04-10,年度分红,,,1.5,2003-04-15,2003-04-16,2003-04-22,,10派1.5元(含税),2002年报
2004-06-02,年度分红,,,2.5,2004-06-07,2004-06-08,2004-06-14,,10派2.5元(含税),2003年报
2005-11-08,中期分红,5.0,5.0,2.0,2005-11-11,2005-11-14,2005-11-17,,10送5转增5股派2元(含税),2005半年报
2006-07-05,年度分红,,,0.8,2006-07-10,2006-07-11,2006-07-17,,10派0.8元（含税）,2005年报
2007-06-04,年度分红,,,0.55,2007-06-11,2007-06-12,2007-06-14,,10派0.55元（含税）,2006年报
2008-06-05,年度分红,,,1.0,2008-06-11,2008-06-12,2008-06-17,,10派1元（含税）,2007年报
2009-07-08,年度分红,,,0.5,2009-07-13,2009-07-14,2009-07-17,,10派0.5元（含税）,2008年报
2011-06-23,年度分红,,,0.12,2011-06-28,2011-06-29,2011-07-04,,10派0.12元(含税),2010年报
2012-05-11,年度分红,,,0.3,2012-05-16,2012-05-17,2012-05-22,,10派0.3元(含税),2011年报
2013-07-16,年度分红,,,0.1,2013-07-22,2013-07-23,2013-07-26,,10派0.1元(含税),2012年报
2014-05-09,年度分红,,,0.1,2014-05-15,2014-05-16,2014-05-21,,10派0.1元(含税),2013年报
2014-09-23,中期分红,0.5,9.5,0.125,2014-09-26,2014-09-29,2014-09-29,2014-09-30,10送0.5转增9.5股派0.125元(含税),2014半年报
2017-05-23,年度分红,,4.0,,2017-05-26,2017-05-31,,,10转增4股,2016年报
2018-07-04,年度分红,,,0.05,2018-07-11,2018-07-12,2018-07-12,,10派0.05元(含税),2017年报
2019-07-04,年度分红,,,0.07,2019-07-11,2019-07-12,2019-07-12,,10派0.07元(含税),2018年报
2022-06-21,年度分红,,,0.19,2022-06-28,2022-06-29,2022-06-29,,10派0.19元(含税),2021年报
2025-06-21,年度分红,,,0.02,2025-06-26,2025-06-27,2025-06-27,,10派0.02元(含税),2024年报
