实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-09-27,中期分红,,,5.0,2012-10-10,2012-10-11,2012-10-11,,10派5元(含税),2012半年报
2013-06-20,年度分红,,5.0,4.0,2013-06-25,2013-06-26,2013-06-26,2013-06-26,10转增5股派4元(含税),2012年报
2014-06-19,年度分红,,5.0,3.0,2014-06-24,2014-06-25,2014-06-25,2014-06-25,10转增5股派3元(含税),2013年报
2015-06-18,年度分红,,15.0,1.5,2015-06-25,2015-06-26,2015-06-26,2015-06-26,10转增15股派1.5元(含税),2014年报
2016-06-14,年度分红,,,0.8,2016-06-20,2016-06-21,2016-06-21,,10派0.8元(含税),2015年报
2017-07-20,年度分红,,,1.21,2017-07-26,2017-07-27,2017-07-27,,10派1.21元(含税),2016年报
2018-06-28,年度分红,,,1.61,2018-07-03,2018-07-04,2018-07-04,,10派1.61元（含税）,2017年报
2019-07-04,年度分红,,,1.4,2019-07-09,2019-07-10,2019-07-10,,10派1.4元(含税),2018年报
2020-07-23,年度分红,,,1.5,2020-07-29,2020-07-30,2020-07-30,,10派1.5元(含税),2019年报
2021-07-02,年度分红,,,1.1,2021-07-08,2021-07-09,2021-07-09,,10派1.1元(含税),2020年报
2022-07-13,年度分红,,,0.55,2022-07-20,2022-07-21,2022-07-21,,10派0.55元(含税),2021年报
