实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-04-10,年度分红,1.0,0.0,0.0,1997-04-14,1997-04-15,,,10送1股,1996年报
1998-09-30,中期分红,1.6793,0.0,0.0,1998-10-08,1998-10-09,,,10送1.6793170606股,1998半年报
1999-06-11,年度分红,3.0,3.0,0.0,1999-06-17,1999-06-18,,,10送3转增3股,1998年报
2004-07-28,年度分红,,,0.5,2004-08-02,2004-08-03,2004-08-09,,10派0.5元(含税),2003年报
2005-08-02,年度分红,,,0.7,2005-08-08,2005-08-09,2005-08-15,,10派0.7元(含税),2004年报
2006-08-08,年度分红,,,0.9,2006-08-11,2006-08-14,2006-08-18,,10派0.9元（含税）,2005年报
2007-07-31,年度分红,,,1.0,2007-08-03,2007-08-06,2007-08-10,,10派1元（含税）,2006年报
2008-05-09,年度分红,0.8039,4.0196,0.096,2008-05-14,2008-05-15,2008-05-20,2008-05-16,10送0.80392转增4.0196股派0.096元（含税）,2007年报
2009-08-06,年度分红,,,0.3,2009-08-12,2009-08-13,2009-08-18,,10派0.3元（含税）,2008年报
2010-04-29,年度分红,,,0.35,2010-05-05,2010-05-06,2010-05-11,,10派0.35元（含税）,2009年报
2011-05-17,年度分红,,,0.35,2011-05-23,2011-05-24,2011-05-27,,10派0.35元(含税),2010年报
2012-06-05,年度分红,,,0.38,2012-06-11,2012-06-12,2012-06-15,,10派0.38元(含税),2011年报
2013-07-05,年度分红,,,0.6,2013-07-11,2013-07-12,2013-07-17,,10派0.6元(含税),2012年报
2014-07-30,年度分红,,,0.5,2014-08-05,2014-08-06,2014-08-06,,10派0.5元(含税),2013年报
2015-07-22,年度分红,,,0.71,2015-07-29,2015-07-30,2015-07-30,,10派0.71元(含税),2014年报
2016-05-19,年度分红,,,0.38,2016-05-26,2016-05-27,2016-05-27,,10派0.38元(含税),2015年报
2016-10-14,中期分红,,3.0,,2016-10-19,2016-10-20,,,10转增3股,2016半年报
2017-06-19,年度分红,,,0.38,2017-06-23,2017-06-26,2017-06-26,,10派0.38元(含税),2016年报
2018-07-13,年度分红,,,0.48,2018-07-19,2018-07-20,2018-07-20,,10派0.48元(含税),2017年报
2019-07-19,年度分红,,,0.3,2019-07-25,2019-07-26,2019-07-26,,10派0.3元(含税),2018年报
2020-07-17,年度分红,,,1.0,2020-07-23,2020-07-24,2020-07-24,,10派1元(含税),2019年报
2021-07-23,年度分红,,,1.56,2021-07-29,2021-07-30,2021-07-30,,10派1.56元(含税),2020年报
2022-08-13,年度分红,,,0.87,2022-08-18,2022-08-19,2022-08-19,,10派0.87元(含税),2021年报
2023-07-22,年度分红,,,0.2,2023-07-27,2023-07-28,2023-07-28,,10派0.2元(含税),2022年报
2024-07-25,年度分红,,,0.21,2024-07-30,2024-07-31,2024-07-31,,10派0.21元(含税),2023年报
