实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-04-11,年度分红,,10.0,2.0,2012-04-17,2012-04-18,2012-04-18,2012-04-18,10转增10股派2元(含税),2011年报
2014-05-15,年度分红,,5.0,1.0,2014-05-21,2014-05-22,2014-05-22,2014-05-22,10转增5股派1元(含税),2013年报
2015-06-18,年度分红,,,0.5,2015-06-25,2015-06-26,2015-06-26,,10派0.5元(含税),2014年报
2018-06-22,年度分红,,,0.5,2018-06-27,2018-06-28,2018-06-28,,10派0.5元(含税),2017年报
2020-06-10,年度分红,,,0.5,2020-06-15,2020-06-16,2020-06-16,,10派0.5元(含税),2019年报
2021-05-12,年度分红,,,0.3,2021-05-17,2021-05-18,2021-05-18,,10派0.3元(含税),2020年报
2022-06-30,年度分红,,,0.3,2022-07-06,2022-07-07,2022-07-07,,10派0.3元(含税),2021年报
2023-07-01,年度分红,,,0.5,2023-07-06,2023-07-07,2023-07-07,,10派0.5元(含税),2022年报
2024-05-16,年度分红,,,1.5,2024-05-21,2024-05-22,2024-05-22,,10派1.5元(含税),2023年报
2025-05-16,年度分红,,,1.0,2025-05-21,2025-05-22,2025-05-22,,10派1元(含税),2024年报
2026-05-23,年度分红,,,0.8,2026-05-28,2026-05-29,2026-05-29,,10派0.8元(含税),2025年报
