实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1995-06-20,年度分红,1.0,0.0,2.0,1995-06-26,1995-06-27,,,10送1股派2元（含税）,1994年报
1996-06-28,年度分红,1.0,0.0,1.7,1996-07-02,1996-07-03,1996-07-05,,10送1股派1.70元（含税）,1995年报
1997-06-26,年度分红,2.0,0.0,0.8,1997-07-07,1997-07-08,1997-07-14,,10送2股派0.80元(含税),1996年报
1999-01-05,年度分红,3.0,0.0,0.0,1999-01-11,1999-01-12,,1999-01-14,10送3股,1997年报
1999-05-26,年度分红,0.0,0.0,2.4,1999-05-31,1999-06-01,1999-06-07,,10派2.4元(含税),1998年报
2001-04-10,年度分红,1.8266,,1.8266,2001-04-16,2001-04-17,2001-04-18,,10送1.8266股派1.8266元（含税）,2000年报
2002-06-20,年度分红,,,4.0,2002-06-25,2002-06-26,2002-06-26,,10派4元(含税),2001年报
2003-05-21,年度分红,,,2.0,2003-05-26,2003-05-27,2003-05-27,,10股派2元（含税）,2002年报
2004-04-14,年度分红,0.0,0.0,2.0,2004-04-19,2004-04-20,2004-04-20,,10派2元(含税),2003年报
2004-10-08,中期分红,,10.0,,2004-10-14,2004-10-15,,,10转增10股,2004半年报
2005-04-23,年度分红,0.0,4.0,1.0,2005-04-28,2005-04-29,2005-04-29,,10转增4股派1元(含税),2004年报
2006-06-20,年度分红,,,0.5,2006-06-22,2006-06-23,2006-06-23,,10派0.5元(含税),2005年报
2007-04-25,年度分红,,,2.0,2007-04-27,2007-04-30,2007-04-30,,10派2元（含税）,2006年报
2008-04-09,年度分红,,,1.2,2008-04-15,2008-04-16,2008-04-16,,10派1.2元（含税）,2007年报
2009-06-05,年度分红,,,1.0,2009-06-10,2009-06-11,2009-06-11,,10派1元（含税）,2008年报
2010-07-20,年度分红,,,1.0,2010-07-26,2010-07-27,2010-07-27,,10派1.00元（含税）,2009年报
2011-05-18,年度分红,,3.0,3.0,2011-05-24,2011-05-25,2011-05-25,2011-05-25,10转增3股派3元(含税),2010年报
2012-05-30,年度分红,,,3.0,2012-06-05,2012-06-06,2012-06-06,,10派3元(含税),2011年报
2013-05-24,年度分红,,,2.4,2013-05-30,2013-05-31,2013-05-31,,10派2.4元(含税),2012年报
2014-05-30,年度分红,,2.0,1.0,2014-06-06,2014-06-09,2014-06-09,2014-06-09,10转增2股派1元(含税),2013年报
2015-04-22,年度分红,,2.0,3.0,2015-04-28,2015-04-29,2015-04-29,2015-04-29,10转增2股派3元(含税),2014年报
2016-04-27,年度分红,,,2.5,2016-05-03,2016-05-04,2016-05-04,,10派2.5元(含税),2015年报
2017-05-05,年度分红,2.0,,1.0,2017-05-10,2017-05-11,2017-05-11,2017-05-11,10送2股派1元(含税),2016年报
2018-05-03,年度分红,,,2.0,2018-05-08,2018-05-09,2018-05-09,,10派2元（含税）,2017年报
2019-05-09,年度分红,,,2.0,2019-05-16,2019-05-17,2019-05-17,,10派2元(含税),2018年报
2020-05-22,年度分红,,,0.6,2020-05-27,2020-05-28,2020-05-28,,10派0.6元(含税),2019年报
2021-06-30,年度分红,,,2.0,2021-07-07,2021-07-08,2021-07-08,,10派2元(含税),2020年报
2022-05-26,年度分红,,,1.8,2022-06-01,2022-06-02,2022-06-02,,10派1.8元(含税),2021年报
2023-05-09,年度分红,,,2.7,2023-05-15,2023-05-16,2023-05-16,,10派2.7元(含税),2022年报
2024-06-12,年度分红,,,1.5,2024-06-17,2024-06-18,2024-06-18,,10派1.5元(含税),2023年报
2025-06-03,年度分红,,,1.8,2025-06-09,2025-06-10,2025-06-10,,10派1.8元(含税),2024年报
2026-05-12,年度分红,,,2.0,2026-05-18,2026-05-19,2026-05-19,,10派2元(含税),2025年报
