实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-06-02,年度分红,,,2.0,2015-06-05,2015-06-08,2015-06-08,,10派2元(含税),2014年报
2016-05-18,年度分红,,10.0,2.0,2016-05-24,2016-05-25,2016-05-25,2016-05-25,10转增10股派2元(含税),2015年报
2017-06-05,年度分红,,,2.5,2017-06-09,2017-06-12,2017-06-12,,10派2.5元(含税),2016年报
2018-05-21,年度分红,,,2.5,2018-05-25,2018-05-28,2018-05-28,,10派2.5元(含税),2017年报
2019-06-07,年度分红,,,2.5,2019-06-13,2019-06-14,2019-06-14,,10派2.5元(含税),2018年报
2019-08-28,中期分红,,,5.0,2019-09-03,2019-09-04,2019-09-04,,10派5元(含税),2019半年报
2020-05-29,年度分红,,7.0,8.0,2020-06-03,2020-06-04,2020-06-04,2020-06-04,10转增7股派8元(含税),2019年报
2021-05-22,年度分红,,,2.5,2021-05-27,2021-05-28,2021-05-28,,10派2.5元(含税),2020年报
2022-05-23,年度分红,,,0.2,2022-05-27,2022-05-30,2022-05-30,,10派0.2元(含税),2021年报
2024-09-24,中期分红,,,0.8,2024-09-30,2024-10-08,2024-10-08,,10派0.8元(含税),2024半年报
2026-05-25,年度分红,,,0.7,2026-06-01,2026-06-02,2026-06-02,,10派0.7元(含税),2025年报
