实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2019-06-18,年度分红,,,4.0,2019-06-25,2019-06-26,2019-06-26,,10派4元(含税),2018年报
2020-06-24,年度分红,,,5.0,2020-07-02,2020-07-03,2020-07-03,,10派5元(含税),2019年报
2021-07-07,年度分红,,,7.0,2021-07-14,2021-07-15,2021-07-15,,10派7元(含税),2020年报
2022-06-16,年度分红,,,7.0,2022-06-22,2022-06-23,2022-06-23,,10派7元(含税),2021年报
2023-06-21,年度分红,,,5.0,2023-06-28,2023-06-29,2023-06-29,,10派5元(含税),2022年报
2024-04-30,年度分红,,,4.0,2024-05-10,2024-05-13,2024-05-13,,10派4元(含税),2023年报
2024-10-09,中期分红,,,0.5,2024-10-15,2024-10-16,2024-10-16,,10派0.5元(含税),2024半年报
2025-05-28,年度分红,,,3.5,2025-06-04,2025-06-05,2025-06-05,,10派3.5元(含税),2024年报
2025-09-26,中期分红,,,0.5,2025-10-13,2025-10-14,2025-10-14,,10派0.5元(含税),2025半年报
2026-05-15,年度分红,,,3.5,2026-05-21,2026-05-22,2026-05-22,,10派3.5元(含税),2025年报
