实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-07-25,年度分红,,,0.35,2012-07-30,2012-07-31,2012-07-31,,10派0.35元(含税),2011年报
2012-10-20,中期分红,,,1.9,2012-10-25,2012-10-26,2012-10-26,,10派1.9元（含税）,2012半年报
2013-06-04,年度分红,,10.0,2.9,2013-06-13,2013-06-14,2013-06-14,2013-06-14,10转增10股派2.9元(含税),2012年报
2014-07-15,年度分红,,,1.5,2014-07-18,2014-07-21,2014-07-21,,10派1.5元(含税),2013年报
2015-07-02,年度分红,,10.0,1.2,2015-07-08,2015-07-09,2015-07-09,2015-07-09,10转增10股派1.2元(含税),2014年报
2016-07-09,年度分红,,,0.61,2016-07-14,2016-07-15,2016-07-15,,10派0.61元(含税),2015年报
2017-07-08,年度分红,,,0.47,2017-07-13,2017-07-14,2017-07-14,,10派0.47元(含税),2016年报
2018-07-13,年度分红,,,0.47,2018-07-18,2018-07-19,2018-07-19,,10派0.47元(含税),2017年报
2019-04-26,年度分红,,,2.66,2019-05-07,2019-05-08,2019-05-08,,10派2.66元(含税),2018年报
2020-07-08,年度分红,,,0.4,2020-07-15,2020-07-16,2020-07-16,,10派0.4元(含税),2019年报
2021-07-02,年度分红,,,1.07,2021-07-07,2021-07-08,2021-07-08,,10派1.07元(含税),2020年报
2024-05-14,年度分红,,,0.67,2024-05-20,2024-05-21,2024-05-21,,10派0.67元(含税),2023年报
2025-10-14,中期分红,,,0.91,2025-10-20,2025-10-21,2025-10-21,,10派0.91元(含税),2025半年报
