实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-11-16,年度分红,3.0,5.0,0.0,1996-11-21,1996-11-22,,,10送3转增5股,1995年报
1997-06-12,年度分红,0.0,0.0,2.5,1997-06-17,1997-06-18,,,10派2.50元(含税),1996年报
1998-09-02,年度分红,0.0,0.0,2.5,1998-09-07,1998-09-08,,,10派2.5元(含税),1997年报
1999-12-17,中期分红,2.0,3.0,,1999-12-22,1999-12-23,,,10送2转增3股,1999半年报
2000-07-07,年度分红,,,2.5,2000-07-12,2000-07-13,2000-07-14,,10派2.5元（含税）,1999年报
2001-05-30,年度分红,,,1.5,2001-06-05,2001-06-06,2001-06-18,,10派1.5元(含税),2000年报
2002-06-12,年度分红,,,2.5,2002-06-17,2002-06-18,2002-06-24,,10派2.5元(含税),2001年报
2003-07-09,年度分红,,,0.8,2003-07-14,2003-07-15,2003-07-21,,10股派0.80元（含税）,2002年报
2004-06-24,年度分红,,,0.5,2004-06-29,2004-06-30,2004-07-09,,10派0.5元(含税),2003年报
2009-05-25,年度分红,,,1.5,2009-06-01,2009-06-02,2009-06-08,,10派1.5元（含税）,2008年报
2010-06-23,年度分红,,,1.8,2010-06-28,2010-06-29,2010-07-07,,10派1.8元（含税）,2009年报
2011-06-30,年度分红,,,3.0,2011-07-06,2011-07-07,2011-07-19,,10派3元(含税),2010年报
2012-05-29,年度分红,,,2.0,2012-06-04,2012-06-05,2012-06-15,,10派2元(含税),2011年报
2013-06-06,年度分红,,,5.6,2013-06-17,2013-06-18,2013-06-27,,10派5.6元(含税),2012年报
2014-06-11,年度分红,,,3.5,2014-06-16,2014-06-17,2014-06-17,,10派3.5元(含税),2013年报
2015-06-03,年度分红,,,4.8,2015-06-08,2015-06-09,2015-06-09,,10派4.8元(含税),2014年报
2016-06-14,年度分红,5.0,5.0,5.0,2016-06-20,2016-06-21,2016-06-21,,10送5转增5股派5元(含税),2015年报
2017-06-14,年度分红,,,5.0,2017-06-19,2017-06-20,2017-06-20,,10派5元(含税),2016年报
2018-06-01,年度分红,2.0,,5.0,2018-06-07,2018-06-08,2018-06-08,,10送2股派5元(含税),2017年报
2019-06-14,年度分红,,,6.0,2019-06-20,2019-06-21,2019-06-21,,10派6元(含税),2018年报
2020-06-17,年度分红,3.0,,2.0,2020-06-23,2020-06-24,2020-06-24,,10送3股派2元(含税),2019年报
2021-05-17,年度分红,,,3.0,2021-05-20,2021-05-21,2021-05-21,,10派3元(含税),2020年报
2022-06-15,年度分红,,,3.0,2022-06-21,2022-06-22,2022-06-22,,10派3元(含税),2021年报
2023-06-22,年度分红,,,2.5,2023-06-29,2023-06-30,2023-06-30,,10派2.5元(含税),2022年报
2024-06-14,年度分红,,,2.5,2024-06-19,2024-06-20,2024-06-20,,10派2.5元(含税),2023年报
2025-01-10,季度分红,,,1.0,2025-01-16,2025-01-17,2025-01-17,,10派1元(含税),2024三季报
2025-06-20,年度分红,,,2.5,2025-06-26,2025-06-27,2025-06-27,,10派2.5元(含税),2024年报
2025-09-26,中期分红,,,2.8,2025-10-13,2025-10-14,2025-10-14,,10派2.8元(含税),2025半年报
2026-01-16,季度分红,,,1.4,2026-01-22,2026-01-23,2026-01-23,,10派1.4元(含税),2025三季报
