实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-05-15,年度分红,,,2.0,2015-05-21,2015-05-22,2015-05-22,,10派2元(含税),2014年报
2016-06-01,年度分红,,,1.7,2016-06-07,2016-06-08,2016-06-08,,10派1.7元(含税),2015年报
2017-06-01,年度分红,,,1.5,2017-06-07,2017-06-08,2017-06-08,,10派1.5元(含税),2016年报
2017-11-10,中期分红,,5.0,,2017-11-15,2017-11-16,,,10转增5股,2017半年报
2018-05-16,年度分红,,4.0,2.5,2018-05-21,2018-05-22,2018-05-22,,10转增4股派2.5元(含税),2017年报
2018-08-27,中期分红,,4.0,0.8,2018-08-30,2018-08-31,2018-08-31,,10转增4股派0.8元(含税),2018半年报
2019-05-15,年度分红,,,3.85,2019-05-21,2019-05-22,2019-05-22,,10派3.85元(含税),2018年报
2020-05-25,年度分红,,,2.52,2020-05-28,2020-05-29,2020-05-29,,10派2.52元(含税),2019年报
2020-08-18,中期分红,,,2.13,2020-08-21,2020-08-24,2020-08-24,,10派2.13元(含税),2020半年报
2021-06-02,年度分红,,,8.8,2021-06-07,2021-06-08,2021-06-08,,10派8.8元(含税),2020年报
2022-06-02,年度分红,,,0.565,2022-06-08,2022-06-09,2022-06-09,,10派0.565元(含税),2021年报
2023-06-29,年度分红,,,0.658,2023-07-04,2023-07-05,2023-07-05,,10派0.658元(含税),2022年报
2024-04-27,年度分红,,,0.6,2024-05-07,2024-05-08,2024-05-08,,10派0.6元(含税),2023年报
2025-05-26,年度分红,,,0.4,2025-05-29,2025-05-30,2025-05-30,,10派0.4元(含税),2024年报
