实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-05-18,年度分红,,,1.0,2001-05-24,2001-05-25,2001-06-01,,10派1元(含税),2000年报
2001-09-29,中期分红,,5.0,,2001-10-11,2001-10-12,,,10转增5股,2001半年报
2002-06-27,年度分红,,,1.0,2002-07-02,2002-07-03,2002-07-09,,10派1元(含税),2001年报
2003-04-25,年度分红,,,3.0,2003-05-12,2003-05-13,2003-05-21,,10股派3元(含税),2002年报
2004-05-24,年度分红,2.0,,0.5,2004-05-27,2004-05-28,2004-06-03,,10送2股派0.5元(含税),2003年报
2005-08-05,年度分红,,,0.2,2005-08-10,2005-08-11,2005-08-17,,10派0.2元（含税）,2004年报
2006-07-04,年度分红,,,0.2,2006-07-07,2006-07-10,2006-07-14,,10派0.2元（含税）,2005年报
2007-08-17,年度分红,,,1.0,2007-08-23,2007-08-24,2007-08-30,,10派1元（含税）,2006年报
2008-03-26,年度分红,4.0,,2.0,2008-03-31,2008-04-01,2008-04-08,2008-04-02,10送4股派2元（含税）,2007年报
2009-06-27,年度分红,,,0.6,2009-07-01,2009-07-02,2009-07-08,,10派0.6元（含税）,2008年报
2010-09-28,中期分红,,6.0,0.3,2010-10-08,2010-10-11,2010-10-15,2010-10-12,10转增6股派0.3元（含税）,2010半年报
2011-07-13,年度分红,,,2.0,2011-07-18,2011-07-19,2011-07-25,,10派2元(含税),2010年报
2013-07-03,年度分红,,,0.1,2013-07-08,2013-07-09,2013-07-12,,10派0.1元(含税),2012年报
2014-07-05,年度分红,,,0.4,2014-07-10,2014-07-11,2014-07-11,,10派0.4元(含税),2013年报
2015-07-03,年度分红,,,0.1,2015-07-09,2015-07-10,2015-07-10,,10派0.1元(含税),2014年报
2016-07-29,年度分红,,,0.1,2016-08-04,2016-08-05,2016-08-05,,10派0.1元(含税),2015年报
2017-07-11,年度分红,,,0.07,2017-07-18,2017-07-19,2017-07-19,,10派0.07元(含税),2016年报
2018-07-16,年度分红,,,0.13,2018-07-19,2018-07-20,2018-07-20,,10派0.13元(含税),2017年报
2019-07-16,年度分红,,,0.12,2019-07-23,2019-07-24,2019-07-24,,10派0.12元(含税),2018年报
2020-07-24,年度分红,,,0.15,2020-07-30,2020-07-31,2020-07-31,,10派0.15元(含税),2019年报
2021-07-10,年度分红,,,0.57,2021-07-15,2021-07-16,2021-07-16,,10派0.57元(含税),2020年报
2022-06-17,年度分红,,,0.67,2022-06-22,2022-06-23,2022-06-23,,10派0.67元(含税),2021年报
2023-07-01,年度分红,,,0.59,2023-07-06,2023-07-07,2023-07-07,,10派0.59元(含税),2022年报
2024-05-29,年度分红,,,0.15,2024-06-03,2024-06-04,2024-06-04,,10派0.15元(含税),2023年报
2025-06-12,年度分红,,,0.17,2025-06-17,2025-06-18,2025-06-18,,10派0.17元(含税),2024年报
