实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2016-06-02,年度分红,,5.0,2.0,2016-06-07,2016-06-08,2016-06-08,2016-06-08,10转增5股派2元(含税),2015年报
2017-05-24,年度分红,,,1.5,2017-05-31,2017-06-01,2017-06-01,,10派1.5元(含税),2016年报
2018-06-05,年度分红,,,2.8,2018-06-08,2018-06-11,2018-06-11,,10派2.8元(含税),2017年报
2019-05-31,年度分红,,3.0,2.8,2019-06-05,2019-06-06,2019-06-06,2019-06-06,10转增3股派2.8元(含税),2018年报
2020-06-06,年度分红,,,2.8,2020-06-11,2020-06-12,2020-06-12,,10派2.8元(含税),2019年报
2021-06-03,年度分红,,,1.0,2021-06-10,2021-06-11,2021-06-11,,10派1元(含税),2020年报
2022-05-31,年度分红,,,1.0,2022-06-07,2022-06-08,2022-06-08,,10派1元(含税),2021年报
2023-05-30,年度分红,,,1.5,2023-06-05,2023-06-06,2023-06-06,,10派1.5元(含税),2022年报
2024-05-22,年度分红,,,3.8,2024-05-27,2024-05-28,2024-05-28,,10派3.8元(含税),2023年报
2025-05-28,年度分红,,,6.0,2025-06-05,2025-06-06,2025-06-06,,10派6元(含税),2024年报
