实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-04-17,年度分红,,,1.53,2001-04-23,2001-04-24,2001-05-10,,10派1.53元(含税),2000年报
2002-05-24,年度分红,,,2.7,2002-05-30,2002-05-31,2002-06-12,,10派2.7元(含税),2001年报
2003-07-03,年度分红,,,3.2,2003-07-08,2003-07-09,2003-07-15,,10股派3.2元（含税）,2002年报
2004-07-15,年度分红,,6.0,2.5,2004-07-20,2004-07-21,2004-07-27,2004-07-21,10转增6股派2.5元(含税),2003年报
2005-04-11,年度分红,5.0,5.0,1.5,2005-04-15,2005-04-18,2005-04-22,2005-04-16,10送5转增5股派1.5元(含税),2004年报
2010-06-07,年度分红,,,0.5,2010-06-10,2010-06-11,2010-06-21,,10派0.5元（含税）,2009年报
2011-04-07,年度分红,,,1.5,2011-04-12,2011-04-13,2011-04-21,,10派1.5元(含税),2010年报
2012-04-12,年度分红,,,2.0,2012-04-17,2012-04-18,2012-04-24,,10派2元(含税),2011年报
2013-05-21,年度分红,,,3.0,2013-05-24,2013-05-27,2013-05-31,,10派3元(含税),2012年报
2014-06-16,年度分红,,,3.5,2014-06-19,2014-06-20,2014-06-20,,10派3.5元(含税),2013年报
2015-04-22,年度分红,,,1.7,2015-04-29,2015-04-30,2015-04-30,,10派1.7元(含税),2014年报
2016-05-03,年度分红,,10.0,4.1,2016-05-06,2016-05-09,2016-05-09,,10转增10股派4.1元(含税),2015年报
2017-05-15,年度分红,,,1.8,2017-05-18,2017-05-19,2017-05-19,,10派1.8元(含税),2016年报
2019-06-12,年度分红,,,1.0,2019-06-17,2019-06-18,2019-06-18,,10派1元(含税),2018年报
2020-06-03,年度分红,,,2.0,2020-06-09,2020-06-10,2020-06-10,,10派2元(含税),2019年报
2021-06-17,年度分红,,,2.3,2021-06-22,2021-06-23,2021-06-23,,10派2.3元(含税),2020年报
2022-05-24,年度分红,,,2.7,2022-05-27,2022-05-30,2022-05-30,,10派2.7元(含税),2021年报
2023-07-21,年度分红,,,1.6,2023-07-28,2023-07-31,2023-07-31,,10派1.6元(含税),2022年报
2024-07-23,年度分红,,,2.0,2024-07-30,2024-07-31,2024-07-31,,10派2元(含税),2023年报
2025-07-22,年度分红,,,3.0,2025-07-29,2025-07-30,2025-07-30,,10派3元(含税),2024年报
