实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-05-09,年度分红,2.5,1.0,0.0,1997-05-20,1997-05-21,,,10送2.5转增1股,1996年报
1998-05-15,年度分红,1.5,0.0,0.0,1998-05-21,1998-05-22,,,10送1.5股,1997年报
1998-09-17,中期分红,1.0,4.0,0.0,1998-09-22,1998-09-23,,,10送1转增4股,1998半年报
1999-07-06,年度分红,1.0,1.0,0.0,1999-07-09,1999-07-12,,,10送1转增1股,1998年报
2001-03-29,年度分红,2.0,6.0,0.5,2001-04-03,2001-04-04,,,10送2转增6股派0.5元（含税）,2000年报
2014-06-30,年度分红,,,0.28,2014-07-03,2014-07-04,2014-07-04,,10派0.28元(含税),2013年报
2017-07-06,年度分红,,,0.35,2017-07-11,2017-07-12,2017-07-12,,10派0.35元(含税),2016年报
2018-06-15,年度分红,,,1.2,2018-06-21,2018-06-22,2018-06-22,,10派1.2元(含税),2017年报
2021-06-15,年度分红,,,1.7,2021-06-18,2021-06-21,2021-06-21,,10派1.7元(含税),2020年报
2022-05-05,年度分红,,,10.0,2022-05-10,2022-05-11,2022-05-11,,10派10元(含税),2021年报
2023-06-14,年度分红,,,2.0,2023-06-19,2023-06-20,2023-06-20,,10派2元(含税),2022年报
2025-07-10,年度分红,,,0.5,2025-07-15,2025-07-16,2025-07-16,,10派0.5元(含税),2024年报
