实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-05-23,年度分红,,,1.95637,2012-05-29,2012-05-30,2012-05-30,,10派1.95637元(含税),2011年报
2013-05-09,年度分红,,10.0,,2013-05-15,2013-05-16,,2013-05-16,10转增10股,2012年报
2014-04-29,年度分红,,5.0,1.0,2014-05-06,2014-05-07,2014-05-07,2014-05-07,10转增5股派1元(含税),2013年报
2015-06-25,年度分红,,,0.505511,2015-06-30,2015-07-01,2015-07-01,,10派0.505511元(含税),2014年报
2017-05-22,年度分红,1.0,4.0,0.15,2017-05-26,2017-05-31,2017-05-31,2017-05-31,10送1转增4股派0.15元(含税),2016年报
2017-10-26,特别分红,,,0.07,2017-10-31,2017-11-01,2017-11-01,,10派0.07元(含税),2016年报
2018-05-15,年度分红,,,0.166823,2018-05-21,2018-05-22,2018-05-22,,10派0.166823元(含税),2017年报
2019-07-05,年度分红,,,0.3,2019-07-10,2019-07-11,2019-07-11,,10派0.3元(含税),2018年报
2020-05-12,年度分红,,,0.1,2020-05-18,2020-05-19,2020-05-19,,10派0.1元(含税),2019年报
2021-05-28,年度分红,,,0.15,2021-06-03,2021-06-04,2021-06-04,,10派0.15元(含税),2020年报
2022-06-10,年度分红,,,0.18,2022-06-16,2022-06-17,2022-06-17,,10派0.18元(含税),2021年报
2023-07-05,年度分红,,,0.21,2023-07-11,2023-07-12,2023-07-12,,10派0.21元(含税),2022年报
2024-07-03,年度分红,,,0.21,2024-07-09,2024-07-10,2024-07-10,,10派0.21元(含税),2023年报
