实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-05-26,年度分红,0.0,8.0,3.5,1998-05-29,1998-06-01,1998-06-05,,10转增8股派3.5元(含税),1997年报
1999-05-22,年度分红,0.0,0.0,1.5,1999-05-28,1999-05-31,1999-06-04,,10派1.5元(含税),1998年报
2000-03-22,年度分红,,,1.0,2000-03-27,2000-03-28,2000-03-29,,10派1元(含税),1999年报
2001-06-16,年度分红,,,1.4,2001-06-22,2001-06-25,2001-06-26,,10派1.4元（含税）,2000年报
2002-04-11,年度分红,,,1.0,2002-04-18,2002-04-19,2002-04-19,,10派1元(含税),2001年报
2003-03-24,年度分红,,,1.0,2003-03-28,2003-03-31,2003-03-31,,10股派1元（含税）,2002年报
2004-05-19,年度分红,0.0,0.0,1.0,2004-05-25,2004-05-26,2004-05-26,,10派1元(含税),2003年报
2005-05-20,年度分红,0.0,0.0,1.0,2005-05-25,2005-05-26,2005-05-26,,10派1元(含税),2004年报
2007-05-25,年度分红,,,1.0,2007-05-30,2007-05-31,2007-05-31,,10派1元（含税）,2006年报
2008-05-15,年度分红,,,1.2,2008-05-22,2008-05-23,2008-05-23,,10派1.2元（含税）,2007年报
2009-06-26,年度分红,,,1.0,2009-07-02,2009-07-03,2009-07-03,,10派1元（含税）,2008年报
2013-07-05,年度分红,,,1.0,2013-07-11,2013-07-12,2013-07-12,,10派1元(含税),2012年报
2014-08-05,年度分红,,,1.0,2014-08-12,2014-08-13,2014-08-13,,10派1元(含税),2013年报
2015-07-18,年度分红,,,0.5,2015-07-24,2015-07-27,2015-07-27,,10派0.5元(含税),2014年报
2019-05-21,年度分红,,,4.0,2019-05-27,2019-05-28,2019-05-28,,10派4元(含税),2018年报
2020-05-20,年度分红,,,5.0,2020-05-27,2020-05-28,2020-05-28,,10派5元(含税),2019年报
2021-05-26,年度分红,,,5.0,2021-06-01,2021-06-02,2021-06-02,,10派5元(含税),2020年报
2022-05-20,年度分红,,,7.5,2022-05-26,2022-05-27,2022-05-27,,10派7.5元(含税),2021年报
2023-05-24,年度分红,,,1.5,2023-05-30,2023-05-31,2023-05-31,,10派1.5元(含税),2022年报
2025-06-20,年度分红,,,1.0,2025-06-25,2025-06-26,2025-06-26,,10派1元(含税),2024年报
