实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1995-07-13,年度分红,1.0,0.0,0.5,1995-07-20,1995-07-21,1995-07-25,,10送1股派0.50元,1994年报
1997-07-28,年度分红,0.0,2.0,0.0,1997-08-05,1997-08-06,,,10转增2股,1996年报
2004-07-01,年度分红,0.0,5.0,1.8,2004-07-08,2004-07-09,2004-07-09,,10转增5股派1.8元(含税),2003年报
2005-08-17,年度分红,,,0.6,2005-08-23,2005-08-24,2005-08-24,,10派0.6元(含税),2004年报
2006-07-13,年度分红,,,0.5,2006-07-18,2006-07-19,2006-07-19,,10派0.5元（含税）,2005年报
2009-06-05,年度分红,,,0.5,2009-06-12,2009-06-15,2009-06-15,,10派0.5元（含税）,2008年报
2021-05-18,年度分红,,,0.3,2021-05-21,2021-05-24,2021-05-24,,10派0.3元(含税),2020年报
2022-05-26,年度分红,,,0.5,2022-05-31,2022-06-01,2022-06-01,,10派0.5元(含税),2021年报
2023-05-31,年度分红,,,0.6,2023-06-05,2023-06-06,2023-06-06,,10派0.6元(含税),2022年报
2024-06-05,年度分红,,,0.65,2024-06-12,2024-06-13,2024-06-13,,10派0.65元(含税),2023年报
2025-05-22,年度分红,,,0.71,2025-05-27,2025-05-28,2025-05-28,,10派0.71元(含税),2024年报
2026-06-04,年度分红,,,0.48,2026-06-09,2026-06-10,2026-06-10,,10派0.48元(含税),2025年报
