实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-10-13,中期分红,,,2.15,2012-10-18,2012-10-19,2012-10-19,,10派2.15元(含税),2012半年报
2013-07-04,年度分红,,,1.34,2013-07-10,2013-07-11,2013-07-11,,10派1.34元(含税),2012年报
2014-05-28,年度分红,,,1.11,2014-06-05,2014-06-06,2014-06-06,,10派1.11元(含税),2013年报
2015-06-04,年度分红,,,1.77,2015-06-09,2015-06-10,2015-06-10,,10派1.77元(含税),2014年报
2016-05-25,年度分红,,10.0,3.55,2016-05-31,2016-06-01,2016-06-01,2016-06-01,10转增10股派3.55元(含税),2015年报
2017-06-02,年度分红,,,1.0,2017-06-07,2017-06-08,2017-06-08,,10派1元(含税),2016年报
2018-07-02,年度分红,,,0.6,2018-07-05,2018-07-06,2018-07-06,,10派0.6元(含税),2017年报
2019-05-13,年度分红,,,0.6,2019-05-20,2019-05-21,2019-05-21,,10派0.6元(含税),2018年报
2020-05-14,年度分红,,,4.0,2020-05-21,2020-05-22,2020-05-22,,10派4元(含税),2019年报
2021-05-14,年度分红,,,2.0,2021-05-20,2021-05-21,2021-05-21,,10派2元(含税),2020年报
2022-06-10,年度分红,,,0.32,2022-06-16,2022-06-17,2022-06-17,,10派0.32元(含税),2021年报
2023-06-09,年度分红,,,0.35,2023-06-15,2023-06-16,2023-06-16,,10派0.35元(含税),2022年报
2025-06-11,年度分红,,,0.43,2025-06-18,2025-06-19,2025-06-19,,10派0.43元(含税),2024年报
2026-05-11,年度分红,,,0.38,2026-05-18,2026-05-19,2026-05-19,,10派0.38元(含税),2025年报
