实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-05-11,年度分红,,,3.9,2015-05-14,2015-05-15,2015-05-15,,10派3.9元(含税),2014年报
2016-04-29,年度分红,10.0,5.0,4.1,2016-05-05,2016-05-06,2016-05-06,,10送10转增5股派4.1元(含税),2015年报
2017-05-08,年度分红,,,1.9,2017-05-11,2017-05-12,2017-05-12,,10派1.9元(含税),2016年报
2018-05-14,年度分红,,,2.5,2018-05-18,2018-05-21,2018-05-21,,10派2.5元(含税),2017年报
2019-05-15,年度分红,,,3.3,2019-05-20,2019-05-21,2019-05-21,,10派3.3元(含税),2018年报
2020-06-17,年度分红,,,4.1,2020-06-23,2020-06-24,2020-06-24,,10派4.1元(含税),2019年报
2021-06-19,年度分红,,,4.5,2021-06-24,2021-06-25,2021-06-25,,10派4.5元(含税),2020年报
2022-05-25,年度分红,,,5.9,2022-05-30,2022-05-31,2022-05-31,,10派5.9元(含税),2021年报
2023-06-07,年度分红,,,7.3,2023-06-12,2023-06-13,2023-06-13,,10派7.3元(含税),2022年报
2024-06-05,年度分红,,,10.0,2024-06-11,2024-06-12,2024-06-12,,10派10元(含税),2023年报
2025-05-30,年度分红,,,12.0,2025-06-05,2025-06-06,2025-06-06,,10派12元(含税),2024年报
