实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-07-11,年度分红,,8.0,3.0,2017-07-17,2017-07-18,2017-07-18,2017-07-18,10转增8股派3元(含税),2016年报
2018-05-19,年度分红,,,2.0,2018-05-25,2018-05-28,2018-05-28,,10派2元(含税),2017年报
2019-04-25,年度分红,,,2.0,2019-04-30,2019-05-06,2019-05-06,,10派2元(含税),2018年报
2020-04-27,年度分红,,5.0,2.5,2020-05-06,2020-05-07,2020-05-07,2020-05-07,10转增5股派2.5元(含税),2019年报
2021-05-21,年度分红,,5.0,2.0,2021-05-27,2021-05-28,2021-05-28,2021-05-28,10转增5股派2元(含税),2020年报
2022-05-24,年度分红,,,1.2,2022-05-30,2022-05-31,2022-05-31,,10派1.2元(含税),2021年报
2023-06-02,年度分红,,2.0,1.0,2023-06-08,2023-06-09,2023-06-09,2023-06-09,10转增2股派1元(含税),2022年报
2024-05-22,年度分红,,,0.5,2024-05-28,2024-05-29,2024-05-29,,10派0.5元(含税),2023年报
2025-05-17,年度分红,,,0.4,2025-05-22,2025-05-23,2025-05-23,,10派0.4元(含税),2024年报
2026-04-22,年度分红,,,0.4,2026-04-28,2026-04-29,2026-04-29,,10派0.4元(含税),2025年报
