实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-05-25,年度分红,3.0,0.0,0.0,1998-05-28,1998-05-29,,,10送3股,1997年报
2000-07-14,年度分红,,,3.0,2000-07-19,2000-07-20,2000-07-21,,10派3元（含税）,1999年报
2002-06-19,年度分红,,,3.0,2002-06-24,2002-06-25,2002-06-28,,10派3元(含税),2001年报
2003-06-09,年度分红,,3.0,3.0,2003-06-12,2003-06-13,2003-06-20,,10转增3股派3元（含税）,2002年报
2004-06-07,年度分红,,,1.2,2004-06-11,2004-06-14,2004-06-18,,10派1.2元(含税),2003年报
2004-10-15,中期分红,,5.0,,2004-10-20,2004-10-21,,,10转增5股,2004半年报
2005-06-20,年度分红,,,2.0,2005-06-23,2005-06-24,2005-06-30,,10派2元(含税),2004年报
2006-07-11,年度分红,,,3.0,2006-07-14,2006-07-17,2006-07-21,,10派3元（含税）,2005年报
2007-06-15,年度分红,,,3.0,2007-06-20,2007-06-21,2007-06-27,,10派3元（含税）,2006年报
2008-06-02,年度分红,,,5.0,2008-06-05,2008-06-06,2008-06-12,,10派5元（含税）,2007年报
2009-06-08,年度分红,,,3.2,2009-06-11,2009-06-12,2009-06-18,,10派3.2元（含税）,2008年报
2010-06-03,年度分红,,,1.0,2010-06-08,2010-06-09,2010-06-17,,10派1元（含税）,2009年报
2011-06-03,年度分红,,,1.5,2011-06-10,2011-06-13,2011-06-16,,10派1.5元(含税),2010年报
2012-06-08,年度分红,,,2.1,2012-06-13,2012-06-14,2012-06-20,,10派2.1元(含税),2011年报
2014-06-14,年度分红,,,1.05,2014-06-19,2014-06-20,2014-06-20,,10派1.05元(含税),2013年报
2015-06-20,年度分红,,,0.8,2015-06-26,2015-06-29,2015-06-29,,10派0.8元（含税）,2014年报
2026-05-15,年度分红,,,0.336,2026-05-20,2026-05-21,2026-05-21,,10派0.336元(含税),2025年报
