实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2005-05-25,年度分红,0.0,0.0,2.5,2005-05-31,2005-06-01,2005-06-01,,10派2.5元（含税）,2004年报
2006-05-09,年度分红,,3.0,,2006-05-12,2006-05-15,,,10转增3股,2005年报
2007-05-11,年度分红,,,3.0,2007-05-17,2007-05-18,2007-05-18,,10派3元（含税）,2006年报
2008-04-10,年度分红,,3.0,,2008-04-15,2008-04-16,,,10转增3股,2007年报
2010-05-08,年度分红,,,3.0,2010-05-13,2010-05-14,2010-05-14,,10派3元（含税）,2009年报
2011-05-16,年度分红,,1.0,3.0,2011-05-19,2011-05-20,2011-05-20,2011-05-20,10转增1股派3元(含税),2010年报
2013-05-04,年度分红,,,0.5,2013-05-09,2013-05-10,2013-05-10,,10派0.5元(含税),2012年报
2014-05-09,年度分红,,3.0,0.8,2014-05-14,2014-05-15,2014-05-15,2014-05-15,10转增3股派0.8元(含税),2013年报
2015-05-25,年度分红,,2.0,0.5,2015-05-29,2015-06-01,2015-06-01,2015-06-01,10转增2股派0.5元(含税),2014年报
2016-06-02,年度分红,,,0.3,2016-06-07,2016-06-08,2016-06-08,,10派0.3元(含税),2015年报
2017-06-15,年度分红,,,0.3,2017-06-21,2017-06-22,2017-06-22,,10派0.3元(含税),2016年报
2018-05-17,年度分红,,,0.3,2018-05-24,2018-05-25,2018-05-25,,10派0.3元（含税）,2017年报
2019-05-25,年度分红,,,0.3,2019-05-30,2019-05-31,2019-05-31,,10派0.3元(含税),2018年报
2020-05-29,年度分红,,,0.3,2020-06-04,2020-06-05,2020-06-05,,10派0.3元(含税),2019年报
2021-05-29,年度分红,,,0.3,2021-06-03,2021-06-04,2021-06-04,,10派0.3元(含税),2020年报
2022-06-15,年度分红,,,0.5,2022-06-21,2022-06-22,2022-06-22,,10派0.5元(含税),2021年报
2023-06-14,年度分红,,3.0,1.0,2023-06-20,2023-06-21,2023-06-21,2023-06-21,10转增3股派1元(含税),2022年报
2024-06-14,年度分红,,,1.5,2024-06-20,2024-06-21,2024-06-21,,10派1.5元(含税),2023年报
2025-06-06,年度分红,,,1.64,2025-06-11,2025-06-12,2025-06-12,,10派1.64元(含税),2024年报
