实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2013-06-05,年度分红,,5.0,1.8,2013-06-13,2013-06-14,2013-06-20,2013-06-17,10转增5股派1.8元(含税),2012年报
2014-07-01,年度分红,,,1.3,2014-07-07,2014-07-08,2014-07-08,,10派1.3元（含税）,2013年报
2016-06-08,年度分红,,,1.5,2016-06-15,2016-06-16,2016-06-16,,10派1.5元(含税),2015年报
2017-06-27,年度分红,,,0.5,2017-07-03,2017-07-04,2017-07-04,,10派0.5元(含税),2016年报
2018-06-22,年度分红,,,0.5,2018-06-27,2018-06-28,2018-06-28,,10派0.5元(含税),2017年报
2020-07-14,年度分红,,,0.5,2020-07-20,2020-07-21,2020-07-21,,10派0.5元(含税),2019年报
2021-05-18,年度分红,,,2.5,2021-05-24,2021-05-25,2021-05-25,,10派2.5元(含税),2020年报
2022-06-28,年度分红,,,2.8,2022-07-04,2022-07-05,2022-07-05,,10派2.8元(含税),2021年报
2023-05-31,年度分红,,,0.8,2023-06-05,2023-06-06,2023-06-06,,10派0.8元(含税),2022年报
2024-05-31,年度分红,,,5.0,2024-06-05,2024-06-06,2024-06-06,,10派5元(含税),2023年报
2025-06-11,年度分红,,,5.2,2025-06-17,2025-06-18,2025-06-18,,10派5.2元(含税),2024年报
2025-11-20,中期分红,,,2.8,2025-11-25,2025-11-26,2025-11-26,,10派2.8元(含税),2025半年报
