实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2007-06-01,年度分红,,,1.1,2007-06-07,2007-06-08,2007-06-08,,10派1.1元（含税）,2006年报
2008-04-09,年度分红,,,1.2,2008-04-14,2008-04-15,2008-04-15,,10派1.2 元（含税）,2007年报
2009-05-27,年度分红,2.0,,0.6,2009-06-03,2009-06-04,2009-06-04,2009-06-04,10送2股派0.6元（含税）,2008年报
2010-06-23,年度分红,,,0.8,2010-06-28,2010-06-29,2010-06-29,,10派0.8元（含税）,2009年报
2011-06-14,年度分红,,,0.8,2011-06-17,2011-06-20,2011-06-20,,10派0.8元(含税),2010年报
2012-06-08,年度分红,,2.0,0.3,2012-06-15,2012-06-18,2012-06-18,2012-06-18,10转增2股派0.3元(含税),2011年报
2013-06-08,年度分红,,2.0,0.2,2013-06-18,2013-06-19,2013-06-19,2013-06-19,10转增2股派0.2元(含税),2012年报
2014-06-06,年度分红,,,0.3,2014-06-12,2014-06-13,2014-06-13,,10派0.3元(含税),2013年报
2015-06-02,年度分红,,,0.4,2015-06-09,2015-06-10,2015-06-10,,10派0.4元(含税),2014年报
2016-05-12,年度分红,,,0.5,2016-05-18,2016-05-19,2016-05-19,,10派0.5元(含税),2015年报
2017-05-26,年度分红,,10.0,0.5,2017-06-02,2017-06-05,2017-06-05,2017-06-05,10转增10股派0.5元(含税),2016年报
2018-06-01,年度分红,,,0.3,2018-06-07,2018-06-08,2018-06-08,,10派0.3元(含税),2017年报
2019-05-24,年度分红,,,0.35,2019-05-30,2019-05-31,2019-05-31,,10派0.35元(含税),2018年报
2020-06-17,年度分红,,,0.6,2020-06-23,2020-06-24,2020-06-24,,10派0.6元(含税),2019年报
2021-06-01,年度分红,,,0.65,2021-06-08,2021-06-09,2021-06-09,,10派0.65元(含税),2020年报
2022-05-18,年度分红,,,0.78,2022-05-23,2022-05-24,2022-05-24,,10派0.78元(含税),2021年报
2023-04-27,年度分红,,,1.5,2023-05-08,2023-05-09,2023-05-09,,10派1.5元(含税),2022年报
2024-05-31,年度分红,,,1.55,2024-06-06,2024-06-07,2024-06-07,,10派1.55元(含税),2023年报
2025-05-23,年度分红,,,1.4,2025-05-28,2025-05-29,2025-05-29,,10派1.4元(含税),2024年报
2026-05-16,年度分红,,,1.4,2026-05-21,2026-05-22,2026-05-22,,10派1.4元(含税),2025年报
