实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-10-22,中期分红,0.0,0.0,2.0,1998-10-28,1998-10-29,1998-11-04,,10派2元(含税),1998半年报
1999-06-19,年度分红,0.0,0.0,3.6,1999-06-24,1999-06-25,1999-07-01,,10派3.6元(含税),1998年报
2000-05-23,年度分红,,,1.0,2000-05-29,2000-05-30,2000-05-31,,10派1元(含税),1999年报
2001-06-09,年度分红,,,1.0,2001-06-14,2001-06-15,2001-06-18,,10派1元（含税）,2000年报
2001-10-19,中期分红,,,1.0,2001-10-25,2001-10-26,2001-10-29,,10派1元(含税),2001半年报
2002-04-17,年度分红,,,1.5,2002-04-23,2002-04-24,2002-04-24,,10派1.5元(含税),2001年报
2003-04-17,年度分红,,,2.0,2003-04-22,2003-04-23,2003-04-23,,10股派2元（含税）,2002年报
2004-04-03,年度分红,,,1.8,2004-04-08,2004-04-09,2004-04-09,,10派1.80元（含税）,2003年报
2005-03-31,年度分红,2.0,6.0,1.0,2005-04-06,2005-04-07,2005-04-07,2005-04-07,10送2转增6股派1元(含税),2004年报
2006-04-20,年度分红,,,1.0,2006-04-24,2006-04-25,2006-04-25,,10派1元（含税）,2005年报
2007-04-17,年度分红,,,1.0,2007-04-20,2007-04-23,2007-04-23,,10派1元（含税）,2006年报
2008-06-06,年度分红,,,1.0,2008-06-13,2008-06-16,2008-06-16,,10派1元（含税）,2007年报
2009-06-25,年度分红,,,0.43,2009-06-30,2009-07-01,2009-07-01,,10派0.43元（含税）,2008年报
2010-06-09,年度分红,,,0.6,2010-06-18,2010-06-21,2010-06-21,,10派0.6元（含税）,2009年报
2011-07-30,年度分红,,,1.2,2011-08-04,2011-08-05,2011-08-05,,10派1.2元(含税),2010年报
2012-05-09,年度分红,,,1.5,2012-05-15,2012-05-16,2012-05-16,,10派1.5元(含税),2011年报
2013-05-29,年度分红,,,1.8,2013-06-04,2013-06-05,2013-06-05,,10派1.8元(含税),2012年报
2014-05-29,年度分红,,,0.8,2014-06-04,2014-06-05,2014-06-05,,10派0.8元(含税),2013年报
2015-05-21,年度分红,,10.0,1.8,2015-05-28,2015-05-29,2015-05-29,2015-05-29,10转增10股派1.8元(含税),2014年报
2016-06-07,年度分红,,,1.0,2016-06-14,2016-06-15,2016-06-15,,10派1元(含税),2015年报
2017-05-26,年度分红,,,0.8,2017-06-01,2017-06-02,2017-06-02,,10派0.8元(含税),2016年报
2018-04-18,年度分红,,,1.0,2018-04-24,2018-04-25,2018-04-25,,10派1元(含税),2017年报
2019-05-24,年度分红,,,1.0,2019-05-30,2019-05-31,2019-05-31,,10派1元(含税),2018年报
2020-05-29,年度分红,,,1.0,2020-06-04,2020-06-05,2020-06-05,,10派1元(含税),2019年报
2022-06-22,年度分红,,,0.6,2022-06-29,2022-06-30,2022-06-30,,10派0.6元(含税),2021年报
2024-06-05,年度分红,,,2.0,2024-06-11,2024-06-12,2024-06-12,,10派2元(含税),2023年报
2025-07-10,年度分红,,,2.5,2025-07-15,2025-07-16,2025-07-16,,10派2.5元(含税),2024年报
2025-12-19,季度分红,,,0.8,2025-12-25,2025-12-26,2025-12-26,,10派0.8元(含税),2025三季报
