实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-05-20,年度分红,,10.0,5.0,2011-05-26,2011-05-27,2011-05-27,2011-05-27,10转增10股派5元(含税),2010年报
2012-05-05,年度分红,,5.0,2.0,2012-05-10,2012-05-11,2012-05-11,2012-05-11,10转增5股派2元(含税),2011年报
2013-06-18,年度分红,,,1.982553,2013-06-24,2013-06-25,2013-06-25,,10派1.982553元(含税),2012年报
2014-05-14,年度分红,,9.954775,0.995477,2014-05-20,2014-05-21,2014-05-21,2014-05-21,10转增9.954775股派0.995477元(含税),2013年报
2015-06-10,年度分红,,,0.199981,2015-06-15,2015-06-16,2015-06-16,,10派0.199981元(含税),2014年报
2015-09-11,中期分红,,10.0,,2015-09-17,2015-09-18,,2015-09-18,10转增10股,2015半年报
2016-06-09,年度分红,,,0.1,2016-06-16,2016-06-17,2016-06-17,,10派0.1元(含税),2015年报
2017-06-21,年度分红,,,0.3,2017-06-26,2017-06-27,2017-06-27,,10派0.3元(含税),2016年报
2018-06-21,年度分红,,,0.096108,2018-06-26,2018-06-27,2018-06-27,,10派0.096108元(含税),2017年报
2019-07-04,年度分红,,,0.100263,2019-07-11,2019-07-12,2019-07-12,,10派0.100263元(含税),2018年报
2020-07-06,年度分红,,,0.100205,2020-07-09,2020-07-10,2020-07-10,,10派0.100205元(含税),2019年报
2022-06-17,年度分红,,,0.1,2022-06-23,2022-06-24,2022-06-24,,10派0.1元(含税),2021年报
2023-06-27,年度分红,,,0.099791,2023-07-03,2023-07-04,2023-07-04,,10派0.099791元(含税),2022年报
2024-06-27,年度分红,,,0.100104,2024-07-04,2024-07-05,2024-07-05,,10派0.100104元(含税),2023年报
2025-06-26,年度分红,,,0.100104,2025-07-03,2025-07-04,2025-07-04,,10派0.100104元(含税),2024年报
2026-06-26,年度分红,,,0.2,2026-07-02,2026-07-03,2026-07-03,,10派0.2元(含税),2025年报
