实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1995-04-01,年度分红,0.0,0.0,3.0,1995-04-21,1995-04-24,,,10派3.00元（含税）,1994年报
1996-05-25,年度分红,0.0,0.0,3.1,1996-05-31,1996-06-03,,,10派3.10元（含税）,1995年报
1997-05-07,年度分红,3.0,2.0,0.0,1997-05-12,1997-05-13,,,10送3转增2股,1996年报
1998-05-19,年度分红,1.0,0.0,1.5,1998-05-22,1998-05-25,,,10送1股派1.5元(含税),1997年报
2000-06-08,年度分红,,,2.9,2000-06-12,2000-06-13,2000-06-14,,10派2.90元（含税）,1999年报
2001-07-04,年度分红,,,1.0,2001-07-10,2001-07-11,2001-07-18,,10派1元(含税),2000年报
2002-05-27,年度分红,,2.0,,2002-05-31,2002-06-03,,,10转增2股,2001年报
2003-07-14,年度分红,,,0.5,2003-07-17,2003-07-18,2003-07-25,,10股派0.5元(含税),2002年报
2010-04-02,年度分红,1.0,7.0,1.5,2010-04-08,2010-04-09,2010-04-15,2010-04-12,10送1转增7股派1.50元（含税）,2009年报
2011-05-10,年度分红,2.0,,0.3,2011-05-13,2011-05-16,2011-05-20,2011-05-17,10送2股派0.3元(含税),2010年报
2012-04-27,年度分红,3.0,,0.4,2012-05-04,2012-05-07,2012-05-11,2012-05-08,10送3股派0.4元(含税),2011年报
2013-05-02,年度分红,,,0.3,2013-05-07,2013-05-08,2013-05-14,,10派0.3元(含税),2012年报
2014-05-06,年度分红,,,0.9,2014-05-12,2014-05-13,2014-05-19,,10派0.9元(含税),2013年报
2015-05-07,年度分红,,,0.5,2015-05-12,2015-05-13,2015-05-13,,10派0.5元(含税),2014年报
2016-06-30,年度分红,,,1.0,2016-07-06,2016-07-07,2016-07-07,,10派1元(含税),2015年报
2017-05-20,年度分红,,,3.0,2017-05-25,2017-05-26,2017-05-26,,10派3元(含税),2016年报
2017-07-12,承诺补偿,3.88,,,2017-05-05,,,2017-07-18,10送3.88股,2017一季报
2018-04-18,年度分红,,,1.5,2018-04-24,2018-04-25,2018-04-25,,10派1.5元(含税),2017年报
2018-05-11,承诺补偿,0.335,,,2018-03-27,,,2018-05-17,10送0.335股,2018一季报
2018-11-30,季度分红,,,2.0,2018-12-06,2018-12-07,2018-12-07,,10派2元(含税),2018三季报
2019-04-16,年度分红,,,1.0,2019-04-22,2019-04-23,2019-04-23,,10派1元(含税),2018年报
2019-05-17,承诺补偿,0.233,,,2019-03-27,,,2019-05-23,10送0.233股,2019一季报
2020-04-24,年度分红,,,3.0,2020-04-29,2020-04-30,2020-04-30,,10派3元(含税),2019年报
2021-04-23,年度分红,,,1.0,2021-04-29,2021-04-30,2021-04-30,,10派1元(含税),2020年报
2022-06-01,年度分红,,,1.5,2022-06-08,2022-06-09,2022-06-09,,10派1.5元(含税),2021年报
2023-05-04,年度分红,,,1.5,2023-05-09,2023-05-10,2023-05-10,,10派1.5元(含税),2022年报
2024-04-19,年度分红,,,0.27,2024-04-24,2024-04-25,2024-04-25,,10派0.27元(含税),2023年报
