实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1994-03-01,年度分红,2.0,0.0,0.0,1994-03-04,1994-03-07,,,10送2股,1993年报
1996-03-05,年度分红,4.0,0.0,0.0,1996-03-08,1996-03-11,,,10送4股,1995年报
1997-04-26,年度分红,1.8,0.2,0.0,1997-05-05,1997-05-06,,,10送1.8转增0.2股,1996年报
1998-02-12,中期分红,0.0,1.0,0.0,1998-02-17,1998-02-18,,,10转增1股,1997半年报
1998-05-30,年度分红,1.0,0.0,0.0,1998-06-04,1998-06-05,,,10送1股,1997年报
2001-06-16,年度分红,3.0,,0.75,2001-06-22,2001-06-25,2001-07-05,,10送3股派0.75元(含税),2000年报
2013-06-18,年度分红,,,1.0,2013-06-21,2013-06-24,2013-06-28,,10派1元(含税),2012年报
2014-07-15,年度分红,,,2.0,2014-07-18,2014-07-21,2014-07-21,,10派2元（含税）,2013年报
2015-06-02,年度分红,,,7.0,2015-06-05,2015-06-08,2015-06-08,,10派7元(含税),2014年报
2015-09-17,中期分红,,15.0,,2015-09-22,2015-09-23,,,10转增15股,2015半年报
2016-04-07,年度分红,,,3.5,2016-04-12,2016-04-13,2016-04-13,,10派3.5元(含税),2015年报
2017-02-27,年度分红,,12.0,6.0,2017-03-03,2017-03-06,2017-03-06,,10转增12股派6元(含税),2016年报
2018-04-25,年度分红,,2.0,5.0,2018-05-03,2018-05-04,2018-05-04,,10转增2股派5元(含税),2017年报
