实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2010-05-26,年度分红,,,2.0,2010-06-01,2010-06-02,2010-06-02,,10派2元（含税）,2009年报
2011-05-14,年度分红,,10.0,,2011-05-20,2011-05-23,,2011-05-23,10转增10股,2010年报
2012-06-05,年度分红,,,0.5,2012-06-08,2012-06-11,2012-06-11,,10派0.5元(含税),2011年报
2013-05-22,年度分红,,,0.25,2013-05-27,2013-05-28,2013-05-28,,10派0.25元(含税),2012年报
2014-05-13,年度分红,,,0.25,2014-05-19,2014-05-20,2014-05-20,,10派0.25元(含税),2013年报
2015-05-19,年度分红,,,0.25,2015-05-22,2015-05-25,2015-05-25,,10派0.25元(含税),2014年报
2016-05-17,年度分红,,15.0,0.3,2016-05-23,2016-05-24,2016-05-24,2016-05-24,10转增15股派0.3元(含税),2015年报
2017-05-25,年度分红,,,0.15,2017-06-02,2017-06-05,2017-06-05,,10派0.15元(含税),2016年报
2018-05-25,年度分红,,,0.177504,2018-05-30,2018-05-31,2018-05-31,,10派0.177504元(含税),2017年报
2019-05-31,年度分红,,,0.200677,2019-06-05,2019-06-06,2019-06-06,,10派0.200677元(含税),2018年报
