实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-09-26,年度分红,0.0,0.0,1.8,1997-10-06,1997-10-07,1997-10-07,,10派1.80元(含税),1996年报
1998-03-31,年度分红,2.0,0.0,0.0,1998-04-03,1998-04-06,,,10送2股,1997年报
1998-09-03,中期分红,2.638,1.759,0.0,1998-09-07,1998-09-08,,,10送2.638转增1.759股,1998半年报
1999-03-05,年度分红,2.0,0.0,0.0,1999-03-10,1999-03-11,,,10送2股,1998年报
2000-05-11,年度分红,,,8.0,2000-05-15,2000-05-16,2000-05-17,,10派8元（含税）,1999年报
2003-08-09,年度分红,,,2.0,2003-08-14,2003-08-15,2003-08-22,,10股派2元（含税）,2002年报
2005-06-10,年度分红,,,2.0,2005-06-16,2005-06-17,2005-06-24,,10派2元(含税),2004年报
2006-06-21,年度分红,,,3.0,2006-06-26,2006-06-27,2006-06-30,,10派3元（含税）,2005年报
2007-04-23,年度分红,,,2.0,2007-04-26,2007-04-27,2007-05-11,,10派2元（含税）,2006年报
2008-05-13,年度分红,,,3.0,2008-05-16,2008-05-19,2008-05-23,,10派3元（含税）,2007年报
2009-06-09,年度分红,,,4.0,2009-06-12,2009-06-15,2009-06-19,,10派4元（含税）,2008年报
2010-05-11,年度分红,2.0,3.0,1.0,2010-05-14,2010-05-17,2010-05-21,2010-05-18,10送2转增3股派1元（含税）,2009年报
2011-06-02,年度分红,,,1.0,2011-06-08,2011-06-09,2011-06-14,,10派1元(含税),2010年报
2012-06-26,年度分红,,,2.0,2012-06-29,2012-07-02,2012-07-06,,10派2元(含税),2011年报
2013-07-04,年度分红,,,2.5,2013-07-09,2013-07-10,2013-07-15,,10派2.5元(含税),2012年报
2014-07-05,年度分红,,,2.6,2014-07-10,2014-07-11,2014-07-11,,10派2.6元(含税),2013年报
2015-04-23,年度分红,5.0,,1.0,2015-04-28,2015-04-29,2015-04-29,2015-04-30,10送5股派1元(含税),2014年报
2016-07-01,年度分红,,,3.5,2016-07-07,2016-07-08,2016-07-08,,10派3.5元(含税),2015年报
2017-06-08,年度分红,,,4.0,2017-06-14,2017-06-15,2017-06-15,,10派4元(含税),2016年报
2018-05-10,年度分红,2.0,4.0,1.0,2018-05-16,2018-05-17,2018-05-17,,10送2转增4股派1元(含税),2017年报
2019-06-29,年度分红,,,2.5,2019-07-04,2019-07-05,2019-07-05,,10派2.5元(含税),2018年报
2020-06-29,年度分红,,,4.5,2020-07-06,2020-07-07,2020-07-07,,10派4.5元(含税),2019年报
2021-06-21,年度分红,,,5.0,2021-06-25,2021-06-28,2021-06-28,,10派5元(含税),2020年报
2022-07-09,年度分红,4.0,,6.0,2022-07-14,2022-07-15,2022-07-15,,10送4股派6元(含税),2021年报
2023-07-14,年度分红,,,4.2,2023-07-19,2023-07-20,2023-07-20,,10派4.2元(含税),2022年报
2024-07-09,年度分红,,,2.8,2024-07-16,2024-07-17,2024-07-17,,10派2.8元(含税),2023年报
2025-07-17,年度分红,,,3.0,2025-07-22,2025-07-23,2025-07-23,,10派3元(含税),2024年报
