实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-12-14,中期分红,0.0,0.0,0.0,,,,,,1995半年报
1997-03-05,年度分红,3.0,5.0,0.0,1997-03-07,1997-03-10,,,10送3转增5股,1995年报
1997-05-14,年度分红,2.0,2.0,0.0,1997-05-19,1997-05-20,,,10送2转增2股,1996年报
1999-07-06,年度分红,0.0,0.0,1.0,1999-07-09,1999-07-12,1999-07-16,,10派1元(含税),1998年报
2001-08-17,年度分红,,,0.5,2001-08-24,2001-08-27,2001-08-28,,10派0.5元（含税）,2000年报
2013-06-20,年度分红,,,2.0,2013-06-25,2013-06-26,2013-06-26,,10派2元(含税),2012年报
2014-06-20,年度分红,,,4.0,2014-06-26,2014-06-27,2014-06-27,,10派4.0元(含税),2013年报
2015-04-22,年度分红,,,5.0,2015-04-27,2015-04-28,2015-04-28,,10派5元(含税),2014年报
2016-04-06,年度分红,,,8.0,2016-04-11,2016-04-12,2016-04-12,,10派8元(含税),2015年报
2017-05-04,年度分红,,,8.0,2017-05-09,2017-05-10,2017-05-10,,10派8元(含税),2016年报
2018-04-26,年度分红,,,8.0,2018-05-02,2018-05-03,2018-05-03,,10派8元(含税),2017年报
2019-05-17,年度分红,,,8.0,2019-05-23,2019-05-24,2019-05-24,,10派8元(含税),2018年报
2020-06-03,年度分红,,10.0,10.0,2020-06-08,2020-06-09,2020-06-09,2020-06-09,10转增10股派10元(含税),2019年报
2021-05-12,年度分红,,,8.0,2021-05-18,2021-05-19,2021-05-19,,10派8元(含税),2020年报
2022-06-01,年度分红,,,8.0,2022-06-08,2022-06-09,2022-06-09,,10派8元(含税),2021年报
2023-04-22,年度分红,,,10.0,2023-04-27,2023-04-28,2023-04-28,,10派10元(含税),2022年报
2024-04-12,年度分红,,,45.0,2024-04-17,2024-04-18,2024-04-18,,10派45元(含税),2023年报
2025-06-27,年度分红,,,26.0,2025-07-03,2025-07-04,2025-07-04,,10派26元(含税),2024年报
2026-05-16,年度分红,,,1.6,2026-05-22,2026-05-25,2026-05-25,,10派1.6元(含税),2025年报
