实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-09-15,年度分红,1.0,0.0,0.0,1998-09-21,1998-09-22,,1998-09-24,96、97年度分红：10送1股；93、94、95年度分红：向法人股股东和内部职工股股东每10股派2.00元现金(含税)。,1997年报
1998-09-15,年度分红,,,2.0,1998-09-21,1998-09-22,,,10派2元（含税）,1995年报
1999-05-21,年度分红,2.0,0.0,0.0,1999-05-27,1999-05-28,,,10送2股,1998年报
2000-04-26,年度分红,,2.0,,2000-05-08,2000-05-09,,,10转增2股,1999年报
2001-05-12,年度分红,,,1.0,2001-05-18,2001-05-21,2001-05-22,,10派1元（含税）,2000年报
2002-05-10,年度分红,2.0,,,2002-05-15,2002-05-16,,,10送2股,2001年报
2003-06-11,年度分红,,,1.0,2003-06-16,2003-06-17,2003-06-17,,10股派1元（含税）,2002年报
2004-05-18,年度分红,0.0,0.0,1.0,2004-05-24,2004-05-25,2004-05-25,,10派1元(含税),2003年报
2005-07-02,年度分红,1.0,,,2005-07-07,2005-07-08,,2005-07-08,10送1股,2004年报
2006-07-12,年度分红,,3.0,,2006-07-13,2006-07-14,,,10转增3股,2005年报
2008-04-09,年度分红,,1.0,,2008-04-15,2008-04-16,,,10转增1股,2007年报
2011-05-11,年度分红,1.0,1.0,0.12,2011-05-16,2011-05-17,2011-05-17,2011-05-17,10送1转增1股派0.12元(含税),2010年报
2012-06-08,年度分红,,,0.35,2012-06-13,2012-06-14,2012-06-14,,10派0.35元(含税),2011年报
2014-07-04,年度分红,,,0.6,2014-07-11,2014-07-14,2014-07-14,,10派0.6元(含税),2013年报
2015-06-11,年度分红,,,0.2,2015-06-16,2015-06-17,2015-06-17,,10派0.2元(含税),2014年报
2016-05-10,年度分红,,,0.35,2016-05-13,2016-05-16,2016-05-16,,10派0.35元(含税),2015年报
2017-08-16,年度分红,,,0.3,2017-08-23,2017-08-24,2017-08-24,,10派0.3元(含税),2016年报
2018-05-03,年度分红,1.0,4.0,0.3,2018-05-08,2018-05-09,2018-05-09,2018-05-09,10送1转增4股派0.3元(含税),2017年报
2020-07-09,年度分红,,,0.15,2020-07-16,2020-07-17,2020-07-17,,10派0.15元(含税),2019年报
2024-07-03,年度分红,,,0.2,2024-07-08,2024-07-09,2024-07-09,,10派0.2元(含税),2023年报
2025-07-18,年度分红,,,0.28,2025-07-24,2025-07-25,2025-07-25,,10派0.28元(含税),2024年报
