实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-10-18,中期分红,,,1.0,2001-10-24,2001-10-25,2001-10-31,,10派1元(含税),2001半年报
2002-06-10,年度分红,,,2.0,2002-06-13,2002-06-14,2002-06-21,,10派2元(含税),2001年报
2003-05-26,年度分红,,,2.5,2003-05-29,2003-05-30,2003-06-06,,10股派2.5元（含税）,2002年报
2004-04-21,年度分红,,,4.8,2004-04-26,2004-04-27,2004-04-30,,10派4.8元(含税),2003年报
2004-10-22,中期分红,,8.0,,2004-10-27,2004-10-28,,,10转增8股,2004半年报
2005-05-23,年度分红,,,2.8,2005-05-26,2005-05-27,2005-06-02,,10派2.8元（含税）,2004年报
2005-12-09,股改分红,,6.04,,2005-12-12,,,,10转增6.04股,2005三季报
2006-05-25,年度分红,,,1.8,2006-05-30,2006-05-31,2006-06-05,,10派1.8元（含税）,2005年报
2007-06-27,年度分红,,2.0,1.5,2007-07-04,2007-07-05,2007-07-10,,10转增2股派1.5元（含税）,2006年报
2008-06-16,年度分红,,,0.8,2008-06-19,2008-06-20,2008-06-27,,10派0.8元（含税）,2007年报
2009-05-19,年度分红,,,0.12,2009-05-22,2009-05-25,2009-06-01,,10派0.12元（含税）,2008年报
2010-06-11,年度分红,,,1.0,2010-06-21,2010-06-22,2010-06-28,,10派1元（含税）,2009年报
2011-05-13,年度分红,,,2.0,2011-05-19,2011-05-20,2011-05-27,,10派2元(含税),2010年报
2012-06-13,年度分红,,,1.5,2012-06-18,2012-06-19,2012-06-26,,10派1.5元(含税),2011年报
2013-07-12,年度分红,,,1.1,2013-07-17,2013-07-18,2013-07-24,,10派1.1元(含税),2012年报
2014-05-15,年度分红,,,2.2,2014-05-20,2014-05-21,2014-05-27,,10派2.2元(含税),2013年报
2015-07-10,年度分红,,,1.1,2015-07-15,2015-07-16,2015-07-16,,10派1.1元(含税),2014年报
2016-05-27,年度分红,,,1.8,2016-06-01,2016-06-02,2016-06-02,,10派1.80元(含税),2015年报
2017-06-21,年度分红,,,1.9,2017-06-26,2017-06-27,2017-06-27,,10派1.9元(含税),2016年报
2018-06-22,年度分红,,,0.7,2018-06-28,2018-06-29,2018-06-29,,10派0.7元(含税),2017年报
2020-08-08,年度分红,,,0.17,2020-08-13,2020-08-14,2020-08-14,,10派0.17元(含税),2019年报
2021-06-11,年度分红,,,0.23,2021-06-17,2021-06-18,2021-06-18,,10派0.23元(含税),2020年报
2022-06-06,年度分红,,,0.28,2022-06-09,2022-06-10,2022-06-10,,10派0.28元(含税),2021年报
2024-07-13,年度分红,,,0.21,2024-07-18,2024-07-19,2024-07-19,,10派0.21元(含税),2023年报
