实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-09-21,中期分红,,,10.0,2017-09-27,2017-09-28,2017-09-28,,10派10元(含税),2017半年报
2018-05-30,年度分红,,8.0,,2018-06-06,2018-06-07,,2018-06-07,10转增8股,2017年报
2019-05-31,年度分红,,3.0,1.2,2019-06-05,2019-06-06,2019-06-06,2019-06-06,10转增3股派1.2元(含税),2018年报
2020-06-02,年度分红,,,1.8,2020-06-09,2020-06-10,2020-06-10,,10派1.8元(含税),2019年报
2021-06-04,年度分红,,5.0,4.0,2021-06-10,2021-06-11,2021-06-11,2021-06-11,10转增5股派4元(含税),2020年报
2022-05-26,年度分红,,,3.600008,2022-06-01,2022-06-02,2022-06-02,,10派3.600008元(含税),2021年报
2023-05-30,年度分红,,,1.9,2023-06-05,2023-06-06,2023-06-06,,10派1.9元(含税),2022年报
2024-05-24,年度分红,,,3.58,2024-05-29,2024-05-30,2024-05-30,,10派3.58元(含税),2023年报
2025-05-26,年度分红,,,4.746608,2025-05-30,2025-06-03,2025-06-03,,10派4.746608元(含税),2024年报
2026-05-25,年度分红,,,2.383781,2026-05-29,2026-06-01,2026-06-01,,10派2.383781元(含税),2025年报
