实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2014-05-14,年度分红,,6.0,4.0,2014-05-20,2014-05-21,2014-05-21,2014-05-21,10转增6股派4元(含税),2013年报
2015-03-12,年度分红,,10.0,3.0,2015-03-18,2015-03-19,2015-03-19,2015-03-19,10转增10股派3元(含税),2014年报
2016-05-13,年度分红,1.0,5.0,1.05,2016-05-19,2016-05-20,2016-05-20,2016-05-20,10送1转增5股派1.05元(含税),2015年报
2017-06-28,年度分红,,,0.61,2017-07-05,2017-07-06,2017-07-06,,10派0.61元(含税),2016年报
2019-05-24,年度分红,,,0.22,2019-05-30,2019-05-31,2019-05-31,,10派0.22元(含税),2018年报
2020-06-05,年度分红,,,0.35,2020-06-11,2020-06-12,2020-06-12,,10派0.35元(含税),2019年报
2021-05-20,年度分红,,,0.5,2021-05-26,2021-05-27,2021-05-27,,10派0.5元(含税),2020年报
2022-05-17,年度分红,,,1.2,2022-05-23,2022-05-24,2022-05-24,,10派1.2元(含税),2021年报
2023-07-05,年度分红,,,1.0,2023-07-10,2023-07-11,2023-07-11,,10派1元(含税),2022年报
2024-07-11,年度分红,,,1.0,2024-07-17,2024-07-18,2024-07-18,,10派1元(含税),2023年报
2026-06-18,年度分红,,,0.7,2026-06-25,2026-06-26,2026-06-26,,10派0.7元(含税),2025年报
