实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1994-06-30,年度分红,1.0,1.0,,1994-07-13,1994-07-14,,,10送1转增1股,1993年报
1996-07-01,年度分红,,,2.0,1996-07-09,1996-07-10,1996-07-16,,10派2元（含税）,1995年报
1999-04-20,年度分红,3.0,0.0,0.0,1999-04-26,1999-04-27,,,10送3股,1998年报
2005-11-29,股改分红,,5.0,,2005-11-29,,,,10转增5股,
2007-11-07,中期分红,,,0.5,2007-11-12,2007-11-13,2007-11-13,,10派0.5元（含税）,2007半年报
2008-03-27,年度分红,1.0,2.0,0.12,2008-03-31,2008-04-01,2008-04-01,2008-04-01,10送1转增2股派0.12元（含税）,2007年报
2009-06-23,年度分红,,,0.2,2009-06-26,2009-06-29,2009-06-29,,10派0.2元（含税）,2008年报
2010-04-08,年度分红,1.0,,0.12,2010-04-13,2010-04-14,2010-04-14,2010-04-14,10送1股派0.12元（含税）,2009年报
2011-05-12,年度分红,,,0.3,2011-05-17,2011-05-18,2011-05-18,,10派0.3元(含税),2010年报
2012-05-11,年度分红,1.0,,0.2,2012-05-17,2012-05-18,2012-05-18,2012-05-18,10送1股派0.2元(含税),2011年报
2013-05-28,年度分红,,1.0,0.2,2013-06-03,2013-06-04,2013-06-04,2013-06-04,10转增1股派0.2元(含税),2012年报
2014-06-06,年度分红,,,0.3,2014-06-12,2014-06-13,2014-06-13,,10派0.3元(含税),2013年报
2015-06-02,年度分红,,,0.2,2015-06-05,2015-06-08,2015-06-08,,10派0.2元(含税),2014年报
2017-05-27,年度分红,,,0.2,2017-06-06,2017-06-07,2017-06-07,,10派0.2元(含税),2016年报
2018-06-07,年度分红,,,0.2,2018-06-13,2018-06-14,2018-06-14,,10派0.2元(含税),2017年报
2020-08-12,年度分红,,,0.3,2020-08-18,2020-08-19,2020-08-19,,10派0.3元(含税),2019年报
2021-07-30,年度分红,,,0.25,2021-08-06,2021-08-09,2021-08-09,,10派0.25元(含税),2020年报
2022-07-20,年度分红,,,0.2,2022-07-27,2022-07-28,2022-07-28,,10派0.2元(含税),2021年报
2023-06-03,年度分红,,,0.2,2023-06-09,2023-06-12,2023-06-12,,10派0.2元(含税),2022年报
2024-08-16,年度分红,,,0.12,2024-08-23,2024-08-26,2024-08-26,,10派0.12元(含税),2023年报
