实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-05-21,年度分红,,10.0,1.5,2015-05-27,2015-05-28,2015-05-28,2015-05-28,10转增10股派1.5元(含税),2014年报
2016-05-31,年度分红,,10.0,1.0,2016-06-06,2016-06-07,2016-06-07,2016-06-07,10转增10股派1元(含税),2015年报
2017-07-13,年度分红,,,0.207332,2017-07-19,2017-07-20,2017-07-20,,10派0.20733200元(含税),2016年报
2018-05-16,年度分红,,,0.5,2018-05-23,2018-05-24,2018-05-24,,10派0.5元(含税),2017年报
2019-06-28,年度分红,,,0.10689,2019-07-04,2019-07-05,2019-07-05,,10派0.10689元(含税),2018年报
2020-06-10,年度分红,,,0.245881,2020-06-17,2020-06-18,2020-06-18,,10派0.245881元(含税),2019年报
2021-05-26,年度分红,,,0.655537,2021-06-02,2021-06-03,2021-06-03,,10派0.655537元(含税),2020年报
2022-06-07,年度分红,,,0.22943,2022-06-10,2022-06-13,2022-06-13,,10派0.22943元(含税),2021年报
2023-05-30,年度分红,,,0.5,2023-06-06,2023-06-07,2023-06-07,,10派0.5元(含税),2022年报
2024-05-22,年度分红,,,1.27,2024-05-29,2024-05-30,2024-05-30,,10派1.27元(含税),2023年报
2025-07-01,年度分红,,,1.0,2025-07-07,2025-07-08,2025-07-08,,10派1元(含税),2024年报
2026-06-30,年度分红,,,0.8,2026-07-07,2026-07-08,2026-07-08,,10派0.8元(含税),2025年报
