实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-09-03,年度分红,9.5,0.0,0.0,1997-09-08,1997-09-09,,,10送9.5股,1996年报
1998-09-17,中期分红,4.0,2.0,0.0,1998-09-22,1998-09-23,,,10送4转增2股,1998半年报
2000-06-22,年度分红,,,1.0,2000-06-28,2000-06-29,2000-06-30,,10派1元(含税),1999年报
2001-04-13,年度分红,1.0,3.0,,2001-04-18,2001-04-19,,,10送1转增3股,2000年报
2011-03-03,年度分红,,,1.0,2011-03-10,2011-03-11,2011-03-11,,10派1元(含税),2010年报
2015-08-06,年度分红,,,1.0,2015-08-12,2015-08-13,2015-08-13,,10派1元(含税),2014年报
2018-06-01,年度分红,,,2.0,2018-06-07,2018-06-08,2018-06-08,,10派2元(含税),2017年报
2020-06-11,年度分红,,,0.78,2020-06-17,2020-06-18,2020-06-18,,10派0.78元(含税),2019年报
2021-07-10,年度分红,,,0.52,2021-07-15,2021-07-16,2021-07-16,,10派0.52元(含税),2020年报
2022-05-17,年度分红,,,1.62,2022-05-23,2022-05-24,2022-05-24,,10派1.62元(含税),2021年报
2023-06-10,年度分红,,,2.0,2023-06-15,2023-06-16,2023-06-16,,10派2元(含税),2022年报
2024-07-03,年度分红,,,0.62,2024-07-09,2024-07-10,2024-07-10,,10派0.62元(含税),2023年报
