实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2016-05-20,年度分红,,,3.0,2016-05-25,2016-05-26,2016-05-26,,10派3元(含税),2015年报
2017-05-04,年度分红,,,4.0,2017-05-09,2017-05-10,2017-05-10,,10派4元(含税),2016年报
2017-09-16,中期分红,,8.0,,2017-09-21,2017-09-22,,2017-09-22,10转增8股,2017半年报
2018-05-15,年度分红,,,3.0,2018-05-18,2018-05-21,2018-05-21,,10派3元(含税),2017年报
2019-05-18,年度分红,,,4.5,2019-05-24,2019-05-27,2019-05-27,,10派4.5元(含税),2018年报
2020-05-29,年度分红,,,4.0,2020-06-04,2020-06-05,2020-06-05,,10派4元(含税),2019年报
2021-06-01,年度分红,,,10.0,2021-06-08,2021-06-09,2021-06-09,,10派10元(含税),2020年报
2023-05-31,年度分红,,,5.0,2023-06-06,2023-06-07,2023-06-07,,10派5元(含税),2022年报
2024-04-30,年度分红,,,4.0,2024-05-09,2024-05-10,2024-05-10,,10派4元(含税),2023年报
2025-05-22,年度分红,,,1.5,2025-05-28,2025-05-29,2025-05-29,,10派1.5元(含税),2024年报
2025-09-17,中期分红,,,3.0,2025-09-23,2025-09-24,2025-09-24,,10派3元(含税),2025半年报
2026-05-09,年度分红,,,8.0,2026-05-14,2026-05-15,2026-05-15,,10派8元(含税),2025年报
