实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-06-08,年度分红,,,0.45,2012-06-13,2012-06-14,2012-06-20,,10派0.45元(含税),2011年报
2013-06-05,年度分红,,,1.92,2013-06-13,2013-06-14,2013-06-20,,10派1.92元(含税),2012年报
2014-06-16,年度分红,,,1.68,2014-06-19,2014-06-20,2014-06-20,,10派1.68元(含税),2013年报
2015-06-16,年度分红,,10.0,1.94,2015-06-19,2015-06-23,2015-06-23,,10转增10股派1.94元(含税),2014年报
2016-06-01,年度分红,,,1.0,2016-06-07,2016-06-08,2016-06-08,,10派1元(含税),2015年报
2017-06-01,年度分红,,,1.18,2017-06-07,2017-06-08,2017-06-08,,10派1.18元(含税),2016年报
2018-06-01,年度分红,,,1.85,2018-06-07,2018-06-08,2018-06-08,,10派1.85元(含税),2017年报
2019-05-21,年度分红,,,1.64,2019-05-24,2019-05-27,2019-05-27,,10派1.64元(含税),2018年报
2020-06-10,年度分红,,,1.75,2020-06-16,2020-06-17,2020-06-17,,10派1.75元(含税),2019年报
2021-05-26,年度分红,,,5.0,2021-06-02,2021-06-03,2021-06-03,,10派5元(含税),2020年报
2022-06-07,年度分红,,,2.6,2022-06-10,2022-06-13,2022-06-13,,10派2.6元(含税),2021年报
2023-05-24,年度分红,,,4.3,2023-05-29,2023-05-30,2023-05-30,,10派4.3元(含税),2022年报
2024-05-30,年度分红,,,2.7,2024-06-04,2024-06-05,2024-06-05,,10派2.7元(含税),2023年报
2025-05-30,年度分红,,,2.3,2025-06-05,2025-06-06,2025-06-06,,10派2.3元(含税),2024年报
2026-06-09,年度分红,,,4.3,2026-06-12,2026-06-15,2026-06-15,,10派4.3元(含税),2025年报
