实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-03-19,年度分红,2.0,3.0,0.0,1998-03-24,1998-03-25,,,10送2转增3股,1997年报
2000-05-17,年度分红,,,1.0,2000-05-24,2000-05-25,2000-05-26,,10派1元（含税）,1999年报
2001-04-07,年度分红,,,1.0,2001-04-12,2001-04-13,2001-04-20,,10派1元（含税）,2000年报
2002-05-25,年度分红,,,1.0,2002-05-30,2002-05-31,2002-06-06,,10派1元(含税),2001年报
2003-06-04,年度分红,,,1.2,2003-06-09,2003-06-10,2003-06-16,,10股派1.20元（含税）,2002年报
2004-05-18,年度分红,,,2.0,2004-05-21,2004-05-24,2004-05-28,,10派2元(含税),2003年报
2005-05-25,年度分红,,,2.5,2005-05-30,2005-05-31,2005-06-03,,10派2.5元(含税),2004年报
2006-08-22,股改分红,,2.0,,2006-08-25,2006-08-28,,,10转增2股,
2007-06-12,年度分红,,,3.0,2007-06-13,2007-06-14,2007-06-18,,10派3元（含税）,2006年报
2008-05-09,年度分红,,,5.0,2008-05-14,2008-05-15,2008-05-21,,10派5元（含税）,2007年报
2008-09-12,中期分红,4.0,,2.0,2008-09-18,2008-09-19,2008-09-26,2008-09-22,10送4股派2元（含税）,2008半年报
2009-05-26,年度分红,,,1.0,2009-06-02,2009-06-03,2009-06-11,,10派1元（含税）,2008年报
2010-05-13,年度分红,,2.0,3.0,2010-05-18,2010-05-19,2010-05-25,2010-05-20,10转增2股派3元（含税）,2009年报
2011-05-31,年度分红,,,3.0,2011-06-08,2011-06-09,2011-06-16,,10派3元(含税),2010年报
2012-07-13,年度分红,,,3.0,2012-07-18,2012-07-19,2012-07-26,,10派3元(含税),2011年报
2013-07-09,年度分红,,,3.0,2013-07-12,2013-07-15,2013-07-18,,10派3元(含税),2012年报
2014-05-21,年度分红,,,3.0,2014-05-26,2014-05-27,2014-05-30,,10派3元(含税),2013年报
2017-08-18,年度分红,,,1.75,2017-08-23,2017-08-24,2017-08-24,,10派1.75元(含税),2016年报
2017-10-31,承诺补偿,0.01376904,,,2017-02-23,,,2017-11-08,10送0.0137690419689837股,
2020-05-28,年度分红,,,2.0,2020-06-04,2020-06-05,2020-06-05,,10派2元(含税),2019年报
2023-06-10,年度分红,,,1.0,2023-06-15,2023-06-16,2023-06-16,,10派1元(含税),2022年报
2024-06-15,年度分红,,,2.0,2024-06-20,2024-06-21,2024-06-21,,10派2元(含税),2023年报
2025-06-13,年度分红,,,2.5,2025-06-19,2025-06-20,2025-06-20,,10派2.5元(含税),2024年报
2025-11-14,中期分红,,,1.0,2025-11-20,2025-11-21,2025-11-21,,10派1元(含税),2025半年报
