实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2016-09-12,中期分红,,,2.0,2016-09-19,2016-09-20,2016-09-20,,10派2元(含税),2016半年报
2017-04-14,年度分红,,10.0,3.0,2017-04-19,2017-04-20,2017-04-20,2017-04-20,10转增10股派3元（含税）,2016年报
2018-05-18,年度分红,,,5.0,2018-05-24,2018-05-25,2018-05-25,,10派5元(含税),2017年报
2019-05-30,年度分红,,,3.0,2019-06-05,2019-06-06,2019-06-06,,10派3元(含税),2018年报
2020-06-24,年度分红,,3.0,3.0,2020-07-02,2020-07-03,2020-07-03,2020-07-03,10转增3股派3元(含税),2019年报
2021-05-26,年度分红,,5.0,3.0,2021-06-02,2021-06-03,2021-06-03,2021-06-03,10转增5股派3元(含税),2020年报
2021-10-19,中期分红,,,2.0,2021-10-25,2021-10-26,2021-10-26,,10派2元(含税),2021半年报
2022-04-16,年度分红,,,5.0,2022-04-21,2022-04-22,2022-04-22,,10派5元(含税),2021年报
2023-05-10,年度分红,,,5.0,2023-05-16,2023-05-17,2023-05-17,,10派5元(含税),2022年报
2024-06-05,年度分红,,,3.0,2024-06-12,2024-06-13,2024-06-13,,10派3元(含税),2023年报
2025-05-21,年度分红,,,3.5,2025-05-27,2025-05-28,2025-05-28,,10派3.5元(含税),2024年报
2025-09-23,中期分红,,,1.5,2025-09-29,2025-09-30,2025-09-30,,10派1.5元(含税),2025半年报
2026-05-13,年度分红,,,3.5,2026-05-19,2026-05-20,2026-05-20,,10派3.5元(含税),2025年报
2026-08-19,中期分红,,,1.5,2026-08-25,2026-08-26,2026-08-26,,10派1.5元(含税),2026半年报
