实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-10-08,中期分红,3.0,0.0,0.0,1996-10-10,1996-10-11,,,10送3股,1996半年报
1998-06-10,年度分红,2.0,3.0,0.5,1998-06-16,1998-06-17,,,10送2转增3股派0.5元(含税),1997年报
1999-10-12,中期分红,2.0,3.0,0.5,1999-10-18,1999-10-19,,,10送2转增3股派0.5元（含税）,1999半年报
2001-11-09,中期分红,,,2.0,2001-11-14,2001-11-15,2001-11-15,,10派2元(含税),2001半年报
2003-06-06,年度分红,,,1.0,2003-06-12,2003-06-13,2003-06-13,,10派1元（含税）,2002年报
2004-06-02,年度分红,,2.0,0.5,2004-06-08,2004-06-09,2004-06-09,,10转增2股派0.5元(含税),2003年报
2006-07-07,股改分红,,4.0,,2006-07-10,,,,10转增4股,
2009-05-21,年度分红,2.0,2.0,1.0,2009-05-26,2009-05-27,2009-05-27,2009-05-27,10送2转增2股派1元（含税）,2008年报
2011-04-28,年度分红,3.0,,0.6,2011-05-05,2011-05-06,2011-05-06,2011-05-06,10送3股派0.6元(含税),2010年报
2016-07-15,年度分红,,,0.2,2016-07-22,2016-07-25,2016-07-25,,10派0.2元(含税),2015年报
2020-06-11,年度分红,,,0.35,2020-06-18,2020-06-19,2020-06-19,,10派0.35元(含税),2019年报
2021-06-23,年度分红,,,0.2,2021-06-29,2021-06-30,2021-06-30,,10派0.2元(含税),2020年报
2022-07-07,年度分红,,,0.35,2022-07-14,2022-07-15,2022-07-15,,10派0.35元(含税),2021年报
2023-07-06,年度分红,,,0.2,2023-07-13,2023-07-14,2023-07-14,,10派0.2元(含税),2022年报
2024-07-17,年度分红,,,0.55,2024-07-24,2024-07-25,2024-07-25,,10派0.55元(含税),2023年报
2025-06-30,年度分红,,,0.42,2025-07-04,2025-07-07,2025-07-07,,10派0.42元(含税),2024年报
2026-02-03,中期分红,,,0.15,2026-02-09,2026-02-10,2026-02-10,,10派0.15元(含税),2025半年报
