实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1994-05-14,年度分红,0.0,0.0,1.0,1994-05-20,1994-05-23,,,10派1元（含税）,1993年报
1998-06-11,年度分红,0.0,0.0,1.0,1998-06-16,1998-06-17,1998-06-18,,10派1.00元(含税),1997年报
1999-05-21,年度分红,2.0,0.0,0.0,1999-05-26,1999-05-27,,,10送2股,1998年报
2013-05-29,年度分红,,,0.15,2013-06-03,2013-06-04,2013-06-18,,10派0.15元(含税),2012年报
2014-07-08,年度分红,,,0.15,2014-07-14,2014-07-15,2014-07-15,,10派0.15元(含税),2013年报
2015-06-02,年度分红,,,0.17,2015-06-08,2015-06-09,2015-06-09,,10派0.17元(含税),2014年报
2016-06-14,年度分红,,,0.21,2016-06-20,2016-06-21,2016-06-21,,10派0.21元(含税),2015年报
2017-06-06,年度分红,,,0.51,2017-06-12,2017-06-13,2017-06-13,,10派0.51元(含税),2016年报
2018-06-15,年度分红,,,0.6,2018-06-21,2018-06-22,2018-06-22,,10派0.6元(含税),2017年报
2019-06-21,年度分红,,,0.4,2019-06-26,2019-06-27,2019-06-27,,10派0.4元(含税),2018年报
2020-05-07,年度分红,,,0.5,2020-05-13,2020-05-14,2020-05-14,,10派0.5元(含税),2019年报
2021-05-11,年度分红,,4.0,1.02,2021-05-14,2021-05-17,2021-05-17,,10转增4股派1.02元(含税),2020年报
2022-05-21,年度分红,,,0.88,2022-05-26,2022-05-27,2022-05-27,,10派0.88元(含税),2021年报
2023-04-04,年度分红,,,1.0,2023-04-10,2023-04-11,2023-04-11,,10派1元(含税),2022年报
2024-04-02,年度分红,,,6.0,2024-04-09,2024-04-10,2024-04-10,,10派6元(含税),2023年报
2025-04-10,年度分红,,,1.4,2025-04-15,2025-04-16,2025-04-16,,10派1.4元(含税),2024年报
2026-04-24,年度分红,,,0.4,2026-04-29,2026-04-30,2026-04-30,,10派0.4元(含税),2025年报
