实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-08-02,年度分红,,,0.47,2011-08-05,2011-08-08,2011-08-12,,10派0.47元(含税),2010年报
2014-07-09,年度分红,,,0.61,2014-07-14,2014-07-15,2014-07-15,,10派0.61元(含税),2013年报
2015-07-09,年度分红,,,0.5,2015-07-14,2015-07-15,2015-07-15,,10派0.5元(含税),2014年报
2016-04-28,年度分红,,,0.55,2016-05-05,2016-05-06,2016-05-06,,10派0.55元(含税),2015年报
2017-07-10,年度分红,,,0.6,2017-07-17,2017-07-18,2017-07-18,,10派0.6元(含税),2016年报
2018-07-09,年度分红,,,0.68,2018-07-16,2018-07-17,2018-07-17,,10派0.68元(含税),2017年报
2019-07-11,年度分红,,,0.7,2019-07-18,2019-07-19,2019-07-19,,10派0.7元(含税),2018年报
2020-07-13,年度分红,,,0.72,2020-07-16,2020-07-17,2020-07-17,,10派0.72元(含税),2019年报
2021-07-12,年度分红,,,0.75,2021-07-15,2021-07-16,2021-07-16,,10派0.75元(含税),2020年报
2022-07-19,年度分红,,,0.78,2022-07-25,2022-07-26,2022-07-26,,10派0.78元(含税),2021年报
2023-07-17,年度分红,,,0.83,2023-07-24,2023-07-25,2023-07-25,,10派0.83元(含税),2022年报
2024-07-12,年度分红,,,0.72,2024-07-18,2024-07-19,2024-07-19,,10派0.72元(含税),2023年报
2025-07-15,年度分红,,,0.56,2025-07-18,2025-07-21,2025-07-21,,10派0.56元(含税),2024年报
