实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-09-20,中期分红,,9.0,,2011-09-23,2011-09-26,,2011-09-26,10转增9股,2011半年报
2012-04-25,年度分红,,8.0,3.0,2012-05-02,2012-05-03,2012-05-03,2012-05-03,10转增8股派3元(含税),2011年报
2013-05-07,年度分红,,5.0,1.5,2013-05-10,2013-05-13,2013-05-13,2013-05-13,10转增5股派1.5元(含税),2012年报
2014-05-13,年度分红,,6.0,1.0,2014-05-19,2014-05-20,2014-05-20,2014-05-20,10转增6股派1元(含税),2013年报
2015-05-12,年度分红,,,1.0,2015-05-18,2015-05-19,2015-05-19,,10派1元(含税),2014年报
2015-09-11,中期分红,,5.0,,2015-09-17,2015-09-18,,2015-09-18,10转增5股,2015半年报
2016-05-13,年度分红,,1.0,1.0,2016-05-18,2016-05-19,2016-05-19,2016-05-19,10转增1股派1元(含税),2015年报
2016-09-19,中期分红,,5.0,,2016-09-23,2016-09-26,,2016-09-26,10转增5股,2016半年报
2017-06-15,年度分红,,,0.5,2017-06-22,2017-06-23,2017-06-23,,10派0.5元(含税),2016年报
2018-05-17,年度分红,,5.0,0.5,2018-05-23,2018-05-24,2018-05-24,2018-05-24,10转增5股派0.5元(含税),2017年报
2019-07-17,年度分红,,,0.15,2019-07-24,2019-07-25,2019-07-25,,10派0.15元(含税),2018年报
