实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2007-05-18,年度分红,,,2.0,2007-05-23,2007-05-24,2007-05-24,,10派2元（含税）,2006年报
2008-04-21,年度分红,,5.0,2.0,2008-04-28,2008-04-29,2008-04-29,,10转增5股派2元（含税）,2007年报
2009-04-10,年度分红,,,1.5,2009-04-16,2009-04-17,2009-04-17,,10派1.5元（含税）,2008年报
2010-05-31,年度分红,,6.0,1.5,2010-06-04,2010-06-07,2010-06-07,2010-06-07,10转增6股派1.50元（含税）,2009年报
2011-04-22,年度分红,,,1.5,2011-04-27,2011-04-28,2011-04-28,,10派1.5元(含税),2010年报
2012-05-14,年度分红,,5.0,1.5,2012-05-17,2012-05-18,2012-05-18,2012-05-18,10转增5股派1.5元(含税),2011年报
2013-05-28,年度分红,,2.0,1.0,2013-05-31,2013-06-03,2013-06-03,2013-06-03,10转增2股派1元(含税),2012年报
2016-05-07,年度分红,,,1.0,2016-05-12,2016-05-13,2016-05-13,,10派1元(含税),2015年报
2017-05-12,年度分红,,,1.0,2017-05-18,2017-05-19,2017-05-19,,10派1元(含税),2016年报
2018-05-31,年度分红,,,0.5,2018-06-07,2018-06-08,2018-06-08,,10派0.5元(含税),2017年报
2019-06-25,年度分红,,3.0,1.0,2019-06-28,2019-07-01,2019-07-01,2019-07-01,10转增3股派1元(含税),2018年报
2020-06-19,年度分红,,,0.5,2020-06-29,2020-06-30,2020-06-30,,10派0.5元(含税),2019年报
