实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-05-14,年度分红,,5.0,3.0,2011-05-19,2011-05-20,2011-05-20,2011-05-20,10转增5股派3元(含税),2010年报
2012-06-06,年度分红,,,1.0,2012-06-11,2012-06-12,2012-06-12,,10派1元(含税),2011年报
2013-05-14,年度分红,,,0.8,2013-05-20,2013-05-21,2013-05-21,,10派0.8元(含税),2012年报
2014-05-07,年度分红,,10.0,1.0,2014-05-12,2014-05-13,2014-05-13,2014-05-13,10转增10股派1元(含税),2013年报
2015-05-07,年度分红,,6.0,0.5,2015-05-14,2015-05-15,2015-05-15,2015-05-15,10转增6股派0.5元(含税),2014年报
2017-04-21,年度分红,,2.0,0.2,2017-04-27,2017-04-28,2017-04-28,2017-04-28,10转增2股派0.2元(含税),2016年报
2018-05-22,年度分红,,,0.5,2018-05-29,2018-05-30,2018-05-30,,10派0.5元(含税),2017年报
2019-05-07,年度分红,,3.0,1.0,2019-05-13,2019-05-14,2019-05-14,2019-05-14,10转增3股派1元(含税),2018年报
2020-04-28,年度分红,,,0.8,2020-05-07,2020-05-08,2020-05-08,,10派0.8元(含税),2019年报
2024-05-21,年度分红,,,0.4,2024-05-27,2024-05-28,2024-05-28,,10派0.4元(含税),2023年报
2025-06-13,年度分红,,,0.1,2025-06-19,2025-06-20,2025-06-20,,10派0.1元(含税),2024年报
