实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-05-21,年度分红,,20.0,1.2,2015-05-27,2015-05-28,2015-05-28,,10转增20股派1.2元(含税),2014年报
2016-07-13,年度分红,,,0.5,2016-07-19,2016-07-20,2016-07-20,,10派0.5元(含税),2015年报
2017-06-08,年度分红,,,1.0,2017-06-15,2017-06-16,2017-06-16,,10派1元(含税),2016年报
2018-07-02,年度分红,,7.999972,1.499994,2018-07-06,2018-07-09,2018-07-09,2018-07-09,10转增7.999972股派1.499994元(含税),2017年报
2019-06-15,年度分红,,,1.177849,2019-06-21,2019-06-24,2019-06-24,,10派1.177849元(含税),2018年报
2020-06-17,年度分红,,,1.2,2020-06-23,2020-06-24,2020-06-24,,10派1.2元(含税),2019年报
2021-07-02,年度分红,,,1.2,2021-07-08,2021-07-09,2021-07-09,,10派1.2元(含税),2020年报
2022-06-07,年度分红,,,1.2,2022-06-13,2022-06-14,2022-06-14,,10派1.2元(含税),2021年报
2023-05-15,年度分红,,,1.8,2023-05-22,2023-05-23,2023-05-23,,10派1.8元(含税),2022年报
2024-05-14,年度分红,,,1.3,2024-05-21,2024-05-22,2024-05-22,,10派1.3元(含税),2023年报
2025-05-28,年度分红,,,1.3,2025-06-05,2025-06-06,2025-06-06,,10派1.3元(含税),2024年报
2026-01-07,季度分红,,,0.65,2026-01-12,2026-01-13,2026-01-13,,10派0.65元(含税),2025三季报
2026-05-28,年度分红,,,0.31,2026-06-04,2026-06-05,2026-06-05,,10派0.31元(含税),2025年报
