实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1994-04-30,年度分红,5.0,0.0,0.0,1994-05-06,1994-05-09,,,10送5股,1993年报
1995-06-15,年度分红,0.0,0.0,2.8,1995-06-20,1995-06-21,,,10派2.80元,1994年报
1996-07-18,年度分红,0.0,0.0,1.0,1996-07-25,1996-07-26,,,10派1.00元(含税),1995年报
1997-07-18,年度分红,0.0,0.0,1.0,1997-07-25,1997-07-28,,,10派1元(含税),1996年报
1999-06-09,年度分红,1.0,0.0,0.0,1999-06-11,1999-06-14,,,10送1股,1998年报
2001-06-26,年度分红,1.0,,,2001-07-02,2001-07-03,,,10送1股,2000年报
2011-05-19,年度分红,,,1.4,2011-05-24,2011-05-25,2011-06-07,,10派1.4元(含税),2010年报
2012-08-03,年度分红,,,1.0,2012-08-08,2012-08-09,2012-08-15,,10派1元(含税),2011年报
2013-07-03,年度分红,,,1.4,2013-07-08,2013-07-09,2013-07-15,,10派1.4元(含税),2012年报
2014-07-10,年度分红,,,1.5,2014-07-15,2014-07-16,2014-07-16,,10派1.5元(含税),2013年报
2015-06-24,年度分红,,,1.9,2015-06-29,2015-06-30,2015-06-30,,10派1.9元(含税),2014年报
2016-07-22,年度分红,,,1.5,2016-07-27,2016-07-28,2016-07-28,,10派1.5元(含税),2015年报
2017-06-30,年度分红,,,2.0,2017-07-06,2017-07-07,2017-07-07,,10派2元(含税),2016年报
2018-07-06,年度分红,,,2.0,2018-07-12,2018-07-13,2018-07-13,,10派2元(含税),2017年报
2019-07-12,年度分红,,,2.2,2019-07-18,2019-07-19,2019-07-19,,10派2.2元(含税),2018年报
2020-07-17,年度分红,,,2.4,2020-07-23,2020-07-24,2020-07-24,,10派2.4元(含税),2019年报
2021-07-02,年度分红,,,2.0,2021-07-08,2021-07-09,2021-07-09,,10派2元(含税),2020年报
2022-05-12,年度分红,,,8.254,2022-05-17,2022-05-18,2022-05-18,,10派8.254元(含税),2021年报
2023-07-13,年度分红,,,3.3,2023-07-20,2023-07-21,2023-07-21,,10派3.3元(含税),2022年报
2024-07-03,年度分红,,,4.1,2024-07-10,2024-07-11,2024-07-11,,10派4.1元(含税),2023年报
2025-06-06,年度分红,,,3.5,2025-06-11,2025-06-12,2025-06-12,,10派3.5元(含税),2024年报
