实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2010-06-18,年度分红,,,1.0,2010-06-24,2010-06-25,2010-06-25,,10派1元（含税）,2009年报
2011-07-06,年度分红,,10.0,1.0,2011-07-11,2011-07-12,2011-07-12,2011-07-12,10转增10股派1元(含税),2010年报
2012-06-14,年度分红,,,1.0,2012-06-19,2012-06-20,2012-06-20,,10派1元(含税),2011年报
2013-08-07,年度分红,,,1.0,2013-08-12,2013-08-13,2013-08-13,,10派1元(含税),2012年报
2014-08-07,年度分红,,,1.0,2014-08-12,2014-08-13,2014-08-13,,10派1元(含税),2013年报
2015-07-09,年度分红,,,1.0,2015-07-14,2015-07-15,2015-07-15,,10派1元(含税),2014年报
2016-05-18,年度分红,,26.0,1.0,2016-05-23,2016-05-24,2016-05-24,2016-05-24,10转增26股派1元(含税),2015年报
2017-06-29,年度分红,,,0.5,2017-07-04,2017-07-05,2017-07-05,,10派0.5元(含税),2016年报
2018-08-16,年度分红,,,0.5,2018-08-21,2018-08-22,2018-08-22,,10派0.5元(含税),2017年报
2019-07-06,年度分红,,,0.5,2019-07-11,2019-07-12,2019-07-12,,10派0.5元(含税),2018年报
2020-06-25,年度分红,,,0.5,2020-07-02,2020-07-03,2020-07-03,,10派0.5元(含税),2019年报
