实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-09-02,中期分红,,10.0,2.0,2015-09-09,2015-09-10,2015-09-10,2015-09-10,10转增10股派2元(含税),2015半年报
2016-03-23,年度分红,,20.0,5.5,2016-03-28,2016-03-29,2016-03-29,2016-03-29,10转增20股派5.5元(含税),2015年报
2017-04-12,年度分红,,,1.3,2017-04-18,2017-04-19,2017-04-19,,10派1.3元(含税),2016年报
2018-05-17,年度分红,,9.968631,2.292785,2018-05-23,2018-05-24,2018-05-24,2018-05-24,10转增9.968631股派2.292785元(含税),2017年报
2019-05-29,年度分红,,,2.80026,2019-06-04,2019-06-05,2019-06-05,,10派2.80026元(含税),2018年报
2020-07-07,年度分红,,,1.63,2020-07-10,2020-07-13,2020-07-13,,10派1.63元(含税),2019年报
2021-05-27,年度分红,,6.0,3.0,2021-06-02,2021-06-03,2021-06-03,2021-06-03,10转增6股派3元(含税),2020年报
2022-06-21,年度分红,,,5.0,2022-06-24,2022-06-27,2022-06-27,,10派5元(含税),2021年报
2023-06-17,年度分红,,,5.37,2023-06-26,2023-06-27,2023-06-27,,10派5.37元(含税),2022年报
2024-06-25,年度分红,,,3.43,2024-06-28,2024-07-01,2024-07-01,,10派3.43元(含税),2023年报
2025-06-25,年度分红,,,0.56,2025-06-30,2025-07-01,2025-07-01,,10派0.56元(含税),2024年报
2026-06-23,年度分红,,,2.87,2026-06-29,2026-06-30,2026-06-30,,10派2.87元(含税),2025年报
