实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-10-09,中期分红,3.0,7.0,0.0,1998-10-14,1998-10-15,,,10送3转增7股,1998半年报
2018-07-12,年度分红,,,0.6,2018-07-18,2018-07-19,2018-07-19,,10派0.6元(含税),2017年报
2019-06-14,年度分红,,,0.75,2019-06-19,2019-06-20,2019-06-20,,10派0.75元(含税),2018年报
2020-06-13,年度分红,,,0.8,2020-06-18,2020-06-19,2020-06-19,,10派0.8元(含税),2019年报
2021-06-25,年度分红,,,1.0,2021-07-01,2021-07-02,2021-07-02,,10派1元(含税),2020年报
2022-06-21,年度分红,,,1.249571,2022-06-28,2022-06-29,2022-06-29,,10派1.249571元(含税),2021年报
2023-06-20,年度分红,,,1.6,2023-06-28,2023-06-29,2023-06-29,,10派1.6元(含税),2022年报
2024-07-09,年度分红,,,1.799999,2024-07-15,2024-07-16,2024-07-16,,10派1.799999元(含税),2023年报
2024-10-17,中期分红,,,0.199999,2024-10-22,2024-10-23,2024-10-23,,10派0.199999元(含税),2024半年报
2024-12-19,季度分红,,,0.099999,2024-12-24,2024-12-25,2024-12-25,,10派0.099999元(含税),2024三季报
2025-07-11,年度分红,,,1.7,2025-07-16,2025-07-17,2025-07-17,,10派1.7元(含税),2024年报
2025-10-18,中期分红,,,0.23,2025-10-23,2025-10-24,2025-10-24,,10派0.23元(含税),2025半年报
2025-12-18,季度分红,,,0.12,2025-12-23,2025-12-24,2025-12-24,,10派0.12元(含税),2025三季报
