实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1993-06-30,年度分红,3.0,0.0,0.8,1993-07-16,1993-07-19,,,10送3股派0.8元,1992年报
1994-04-19,年度分红,3.0,,1.0,1994-05-05,1994-05-06,,,10送3股派1元（含税）,1993年报
1995-08-14,年度分红,1.0,0.0,1.5,1995-08-23,1995-08-24,1995-08-28,,10送1股派1.50元,1994年报
1996-08-13,年度分红,1.0,0.0,1.0,1996-08-19,1996-08-20,1996-08-26,,10送1派1.00元,1995年报
2009-11-16,中期分红,1.0,,0.112,2009-11-20,2009-11-23,2009-11-23,2009-11-23,10送1股派0.112元（含税）,2009半年报
2014-06-14,年度分红,,,2.5,2014-06-19,2014-06-20,2014-06-20,,10派2.5元(含税),2013年报
2015-06-03,年度分红,,,2.2,2015-06-08,2015-06-09,2015-06-09,,10派2.2元(含税),2014年报
2016-05-17,年度分红,,,0.8,2016-05-23,2016-05-24,2016-05-24,,10派0.8元(含税),2015年报
2017-05-18,年度分红,,,1.8,2017-05-25,2017-05-26,2017-05-26,,10派1.8元(含税),2016年报
2018-06-22,年度分红,,,3.0,2018-06-28,2018-06-29,2018-06-29,,10派3元（含税）,2017年报
2019-05-09,年度分红,,,3.0,2019-05-15,2019-05-16,2019-05-16,,10派3元(含税),2018年报
2020-05-09,年度分红,,,3.6,2020-05-15,2020-05-18,2020-05-18,,10派3.6元(含税),2019年报
2021-04-24,年度分红,,,4.1,2021-04-29,2021-04-30,2021-04-30,,10派4.1元(含税),2020年报
2022-07-02,年度分红,,,6.8,2022-07-08,2022-07-11,2022-07-11,,10派6.8元(含税),2021年报
2023-07-01,年度分红,,,3.61,2023-07-07,2023-07-10,2023-07-10,,10派3.61元(含税),2022年报
2024-06-08,年度分红,,,3.12,2024-06-14,2024-06-17,2024-06-17,,10派3.12元(含税),2023年报
