实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-05-09,年度分红,,,1.0,2001-05-15,2001-05-16,2001-05-17,,10派1元（含税）,2000年报
2002-08-09,年度分红,,,1.0,2002-08-15,2002-08-16,2002-08-16,,10派1元(含税),2001年报
2003-05-22,年度分红,,,1.0,2003-05-28,2003-05-29,2003-05-29,,10股派1元（含税）,2002年报
2004-08-18,年度分红,0.0,0.0,0.9,2004-08-25,2004-08-26,2004-08-26,,10派0.9元(含税),2003年报
2005-06-09,年度分红,0.0,0.0,0.6,2005-06-15,2005-06-16,2005-06-16,,10派0.6元（含税）,2004年报
2006-06-10,年度分红,,,0.4,2006-06-15,2006-06-16,2006-06-16,,10派0.4元（含税）,2005年报
2007-06-01,年度分红,,,0.5,2007-06-07,2007-06-08,2007-06-08,,10派0.5元（含税）,2006年报
2008-05-13,年度分红,,4.3,0.43,2008-05-15,2008-05-16,2008-05-16,,10转增4.3股派0.43元（含税）,2007年报
2011-07-06,年度分红,,,0.2,2011-07-12,2011-07-13,2011-07-13,,10派0.2元(含税),2010年报
2016-06-21,年度分红,,,0.4,2016-06-28,2016-06-29,2016-06-29,,10派0.4元(含税),2015年报
2017-07-12,年度分红,,3.0,0.6,2017-07-18,2017-07-19,2017-07-19,2017-07-19,10转增3股派0.6元(含税),2016年报
2018-06-22,年度分红,,,0.5,2018-06-28,2018-06-29,2018-06-29,,10派0.5元（含税）,2017年报
