实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2008-05-06,年度分红,,,1.0,2008-05-12,2008-05-13,2008-05-13,,10派1元（含税）,2007年报
2009-05-08,年度分红,,,1.0,2009-05-14,2009-05-15,2009-05-15,,10派1元（含税）,2008年报
2010-05-18,年度分红,2.0,8.0,1.0,2010-05-25,2010-05-26,2010-05-26,2010-05-26,10送2转增8股派1元（含税）,2009年报
2011-06-01,年度分红,,,0.5,2011-06-07,2011-06-08,2011-06-08,,10派0.5元(含税),2010年报
2012-06-14,年度分红,,,0.5,2012-06-19,2012-06-20,2012-06-20,,10派0.5元(含税),2011年报
2013-07-16,年度分红,,,0.5,2013-07-23,2013-07-24,2013-07-24,,10派0.5元(含税),2012年报
2014-05-12,年度分红,,,0.5,2014-05-15,2014-05-16,2014-05-16,,10派0.5元(含税),2013年报
2015-06-30,年度分红,,,0.15,2015-07-07,2015-07-08,2015-07-08,,10派0.15元(含税),2014年报
2017-07-21,年度分红,,,0.1,2017-07-27,2017-07-28,2017-07-28,,10派0.1元(含税),2016年报
2021-06-24,年度分红,,,0.1,2021-06-29,2021-06-30,2021-06-30,,10派0.1元(含税),2020年报
2025-05-20,年度分红,,,0.21,2025-05-26,2025-05-27,2025-05-27,,10派0.21元(含税),2024年报
