实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-05-21,年度分红,,,2.2,2015-05-27,2015-05-28,2015-05-28,,10派2.2元(含税),2014年报
2016-05-19,年度分红,,,3.5,2016-05-26,2016-05-27,2016-05-27,,10派3.5元(含税),2015年报
2017-06-14,年度分红,,,4.0,2017-06-19,2017-06-20,2017-06-20,,10派4元(含税),2016年报
2018-05-16,年度分红,,,2.7,2018-05-22,2018-05-23,2018-05-23,,10派2.7元(含税),2017年报
2018-10-17,中期分红,,,3.063055,2018-10-23,2018-10-24,2018-10-24,,10派3.063055元(含税),2018半年报
2019-04-17,年度分红,,9.0,4.0,2019-04-23,2019-04-24,2019-04-24,2019-04-24,10转增9股派4元(含税),2018年报
2020-05-23,年度分红,,,1.0,2020-05-28,2020-05-29,2020-05-29,,10派1元(含税),2019年报
2021-05-07,年度分红,,,1.0,2021-05-14,2021-05-17,2021-05-17,,10派1元(含税),2020年报
2022-05-25,年度分红,,,1.5,2022-06-01,2022-06-02,2022-06-02,,10派1.5元(含税),2021年报
2023-05-18,年度分红,,2.0,1.0,2023-05-24,2023-05-25,2023-05-25,2023-05-25,10转增2股派1元(含税),2022年报
2023-11-03,季度分红,,,2.5,2023-11-09,2023-11-10,2023-11-10,,10派2.5元(含税),2023三季报
2024-08-16,中期分红,,,1.2,2024-08-22,2024-08-23,2024-08-23,,10派1.2元(含税),2024半年报
2025-05-21,年度分红,,,1.2,2025-05-27,2025-05-28,2025-05-28,,10派1.2元(含税),2024年报
2026-05-28,年度分红,,,1.5,2026-06-04,2026-06-05,2026-06-05,,10派1.5元(含税),2025年报
