实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-09-20,中期分红,,2.0,2.5,2017-09-25,2017-09-26,2017-09-26,,10转增2股派2.5元(含税),2017半年报
2018-05-24,年度分红,,,1.5,2018-05-29,2018-05-30,2018-05-30,,10派1.5元(含税),2017年报
2019-05-22,年度分红,,,1.65,2019-05-27,2019-05-28,2019-05-28,,10派1.65元(含税),2018年报
2020-05-16,年度分红,,,1.7,2020-05-21,2020-05-22,2020-05-22,,10派1.7元(含税),2019年报
2021-05-14,年度分红,,,2.1,2021-05-19,2021-05-20,2021-05-20,,10派2.1元(含税),2020年报
2022-06-07,年度分红,,,2.0,2022-06-10,2022-06-13,2022-06-13,,10派2元(含税),2021年报
2023-05-30,年度分红,,4.0,5.0,2023-06-05,2023-06-06,2023-06-06,,10转增4股派5元(含税),2022年报
2024-05-30,年度分红,,2.0,4.0,2024-06-06,2024-06-07,2024-06-07,,10转增2股派4元(含税),2023年报
2025-03-25,年度分红,,4.8,2.0,2025-03-28,2025-03-31,2025-03-31,,10转增4.8股派2元(含税),2024年报
2026-05-01,年度分红,,,1.9835,2026-05-11,2026-05-12,2026-05-12,,10派1.9835元(含税),2025年报
