实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-06-07,年度分红,,,0.4,2017-06-13,2017-06-14,2017-06-14,,10派0.4元(含税),2016年报
2018-04-26,年度分红,,,1.7,2018-05-03,2018-05-04,2018-05-04,,10派1.7元(含税),2017年报
2019-04-23,年度分红,,,0.7,2019-04-26,2019-04-29,2019-04-29,,10派0.7元(含税),2018年报
2020-05-16,年度分红,,,0.53,2020-05-21,2020-05-22,2020-05-22,,10派0.53元(含税),2019年报
2021-04-20,年度分红,,4.0,0.6,2021-04-23,2021-04-26,2021-04-26,,10转增4股派0.6元(含税),2020年报
2022-04-25,年度分红,,,0.34,2022-04-28,2022-04-29,2022-04-29,,10派0.34元(含税),2021年报
2023-05-26,年度分红,,4.0,0.44,2023-05-31,2023-06-01,2023-06-01,,10转增4股派0.44元(含税),2022年报
2024-06-13,年度分红,,3.0,0.81,2024-06-20,2024-06-21,2024-06-21,,10转增3股派0.81元(含税),2023年报
2024-10-01,中期分红,,,0.24,2024-10-14,2024-10-15,2024-10-15,,10派0.24元(含税),2024半年报
2025-06-05,年度分红,,2.0,0.43,2025-06-12,2025-06-13,2025-06-13,,10转增2股派0.43元(含税),2024年报
2025-11-11,中期分红,,,0.24,2025-11-18,2025-11-19,2025-11-19,,10派0.24元(含税),2025半年报
2026-06-12,年度分红,,2.0,0.34,2026-06-22,2026-06-23,2026-06-23,,10转增2股派0.34元(含税),2025年报
