实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-11-29,年度分红,0.0,0.0,1.6,,,,,10派1.60元,1995年报
1997-08-19,年度分红,0.0,0.0,1.97,1997-08-25,1997-08-26,,,10派1.97元(含税),1996年报
1998-07-17,年度分红,0.0,2.3,0.0,1998-07-21,1998-07-22,,,10转增2.3股,1997年报
1999-05-27,年度分红,3.0,2.0,0.0,1999-05-31,1999-06-01,,,10送3转增2股,1998年报
2000-07-05,年度分红,0.0,,2.0,2000-07-10,2000-07-11,2000-07-12,,10派2元(含税),1999年报
2001-06-09,年度分红,,,0.8,2001-06-18,2001-06-19,2001-06-26,,10派0.8元(含税),2000年报
2002-06-29,年度分红,,,0.8,2002-07-04,2002-07-05,2002-07-10,,10派0.8元(含税),2001年报
2003-06-11,年度分红,,,1.0,2003-06-16,2003-06-17,2003-06-23,,10股派1元（含税）,2002年报
2005-08-17,年度分红,,,0.5,2005-08-22,2005-08-23,2005-08-26,,10派0.5元(含税),2004年报
2009-06-25,年度分红,,,0.5,2009-06-30,2009-07-01,2009-07-07,,10派0.5元（含税）,2008年报
2010-07-07,年度分红,,,0.5,2010-07-12,2010-07-13,2010-07-19,,10派0.5元（含税）,2009年报
2011-06-17,年度分红,,,0.5,2011-06-22,2011-06-23,2011-06-29,,10派0.5元(含税),2010年报
2012-06-19,年度分红,,,0.5,2012-06-25,2012-06-26,2012-07-02,,10派0.5元(含税),2011年报
2013-06-20,年度分红,,,3.3,2013-06-25,2013-06-26,2013-07-02,,10派3.3元(含税),2012年报
2014-06-30,年度分红,,,2.8,2014-07-03,2014-07-04,2014-07-04,,10派2.8元(含税),2013年报
2015-06-24,年度分红,,,0.9,2015-06-30,2015-07-01,2015-07-01,,10派0.9元(含税),2014年报
