实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2008-05-28,年度分红,,,0.18,2008-06-02,2008-06-03,2008-06-03,,10派0.18元（含税）,2007年报
2009-05-16,年度分红,,,0.2,2009-05-21,2009-05-22,2009-05-22,,10派0.2元（含税）,2008年报
2010-05-06,年度分红,,,0.12,2010-05-11,2010-05-12,2010-05-12,,10派0.12元（含税）,2009年报
2011-04-22,年度分红,,,0.2,2011-04-27,2011-04-28,2011-04-28,,10派0.2元(含税),2010年报
2012-05-17,年度分红,,,0.4,2012-05-23,2012-05-24,2012-05-24,,10派0.4元(含税),2011年报
2013-04-11,年度分红,,10.0,0.3,2013-04-17,2013-04-18,2013-04-18,2013-04-18,10转增10股派0.3元(含税),2012年报
2014-04-17,年度分红,,,0.2,2014-04-23,2014-04-24,2014-04-24,,10派0.2元(含税),2013年报
2015-06-18,年度分红,,,0.3,2015-06-25,2015-06-26,2015-06-26,,10派0.3元(含税),2014年报
2016-05-12,年度分红,,10.0,0.51,2016-05-18,2016-05-19,2016-05-19,2016-05-19,10转增10股派0.51元(含税),2015年报
2017-06-07,年度分红,,,0.5,2017-06-14,2017-06-15,2017-06-15,,10派0.5元(含税),2016年报
2018-05-30,年度分红,,,0.47,2018-06-05,2018-06-06,2018-06-06,,10派0.47元(含税),2017年报
2019-05-24,年度分红,,,0.37,2019-05-29,2019-05-30,2019-05-30,,10派0.37元(含税),2018年报
2020-07-11,年度分红,,,2.11,2020-07-17,2020-07-20,2020-07-20,,10派2.11元(含税),2019年报
2021-07-10,年度分红,,,2.31,2021-07-15,2021-07-16,2021-07-16,,10派2.31元(含税),2020年报
2022-07-06,年度分红,,,2.17,2022-07-11,2022-07-12,2022-07-12,,10派2.17元(含税),2021年报
