实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2007-05-25,年度分红,,10.0,2.0,2007-05-30,2007-05-31,2007-05-31,,10转增10股派2元（含税）,2006年报
2008-04-08,年度分红,,10.0,1.0,2008-04-11,2008-04-14,2008-04-14,,10转增10股派1元（含税）,2007年报
2009-09-09,中期分红,,5.0,,2009-09-15,2009-09-16,,2009-09-16,10转增5股,2009半年报
2010-05-06,年度分红,,5.0,1.0,2010-05-12,2010-05-13,2010-05-13,2010-05-13,10转增5股派1元（含税）,2009年报
2011-09-16,中期分红,,,0.8,2011-09-22,2011-09-23,2011-09-23,,10派0.8元(含税),2011半年报
2012-05-09,年度分红,,,0.2,2012-05-14,2012-05-15,2012-05-15,,10派0.2元(含税),2011年报
2013-05-09,年度分红,,,0.3,2013-05-14,2013-05-15,2013-05-15,,10派0.3元(含税),2012年报
2014-05-23,年度分红,,,0.1,2014-05-28,2014-05-29,2014-05-29,,10派0.1元(含税),2013年报
2015-05-09,年度分红,,,0.31,2015-05-14,2015-05-15,2015-05-15,,10派0.31元(含税),2014年报
2016-07-02,年度分红,,,0.281071,2016-07-08,2016-07-11,2016-07-11,,10派0.281071元(含税),2015年报
2023-06-01,年度分红,,,0.46,2023-06-07,2023-06-08,2023-06-08,,10派0.46元(含税),2022年报
2024-06-01,年度分红,,,1.0,2024-06-06,2024-06-07,2024-06-07,,10派1元(含税),2023年报
2025-05-28,年度分红,,,1.0,2025-06-05,2025-06-06,2025-06-06,,10派1元(含税),2024年报
2025-08-26,中期分红,,,0.5,2025-09-02,2025-09-03,2025-09-03,,10派0.5元(含税),2025半年报
